"original_value","curated_ontology","curated_ontology_term_id","curated_ontology_term_db"
"IO_Monotherapy","Single Agent Therapy;Immunotherapy","NCIT:C157514;NCIT:C15262","NCIT;NCIT"
"IO_THERAPY","Immunotherapy","NCIT:C15262","NCIT"
"IPCHEMO","Intraperitoneal Chemotherapy","NCIT:C15581","NCIT"
"IPI","Ipilimumab","NCIT:C2654","NCIT"
"IRRADIATION","Radiation Therapy","NCIT:C15313","NCIT"
"IT","Intrathecal Route of Administration","NCIT:C38267","NCIT"
"IT Methotrexate","Methotrexate","NCIT:C642","NCIT"
"IT/IV Cytarabine","Cytarabine","NCIT:C408","NCIT"
"Ibrutinib","Ibrutinib","NCIT:C81934","NCIT"
"Ida","Idarubicin","NCIT:C562","NCIT"
"Idarubicin","Idarubicin","NCIT:C562","NCIT"
"Idasanutlin","Idasanutlin","NCIT:C99131","NCIT"
"Ifosfamid","Ifosfamide","NCIT:C564","NCIT"
"Ifosfamide","Ifosfamide","NCIT:C564","NCIT"
"Il-2","Aldesleukin","NCIT:C1498","NCIT"
"Ileal conduit Creation","Urinary Diversion","NCIT:C91841","NCIT"
"Imatinib","Imatinib","NCIT:C62035","NCIT"
"Immunoglobulin","Immunoglobulin","NCIT:C572","NCIT"
"Immunotherapy","Immunotherapy","NCIT:C15262","NCIT"
"Implants-tandem","Tandem Brachytherapy","NCIT:C106076","NCIT"
"Imuran","Azathioprine Sodium","NCIT:C47961","NCIT"
"Incomplete Resection","Incomplete Resection (10-90%)","NCIT:C182305","NCIT"
"Indoximod","Indoximod","NCIT:C71535","NCIT"
"Iniparib","Iniparib","NCIT:C62526","NCIT"
"Interferon","Interferon Therapy","NCIT:C15469","NCIT"
"Interferon therapy","Interferon Therapy","NCIT:C15469","NCIT"
"Interval Debulking","Interval Debulking Surgery","NCIT:C160866","NCIT"
"Intrathecal","Intrathecal Route of Administration","NCIT:C38267","NCIT"
"Ipi","Ipilimumab","NCIT:C2654","NCIT"
"Ipilimumab","Ipilimumab","NCIT:C2654","NCIT"
"Ipilumumab","Ipilimumab","NCIT:C2654","NCIT"
"Irinotecan","Irinotecan","NCIT:C62040","NCIT"
"Isotretinoin","Isotretinoin","NCIT:C603","NCIT"
"Itacitinib","Itacitinib","NCIT:C116855","NCIT"
"Ivosidenib","Ivosidenib","NCIT:C114383","NCIT"
"JAK 1 inhibitor","JAK1 Inhibitor","NCIT:C129650","NCIT"
"JNJ-40346527 (CSF1R inhibitor)","Edicotinib","NCIT:C101519","NCIT"
"JNJ26481585","Quisinostat","NCIT:C77912","NCIT"
"JNJ26854165","Serdemetan","NCIT:C77904","NCIT"
"Jakafi","Ruxolitinib","NCIT:C77888","NCIT"
"KB004","Ifabotuzumab","NCIT:C116629","NCIT"
"KINASE_INHIBITOR","Protein Kinase Inhibitor","NCIT:C1404","NCIT"
"KPT-330","Selinexor","NCIT:C102546","NCIT"
"Ketoconazole","Ketoconazole","NCIT:C605","NCIT"
"Kinase Inhibitor(s)","Kinase Inhibitor UCT-03-008","NCIT:C185428","NCIT"
"L Radical Nephrectomy","Left;Radical Nephrectomy","NCIT:C25229;NCIT:C51778","NCIT;NCIT"
"L Total Mastectomy","Left;Total Mastectomy","NCIT:C25229;NCIT:C15281","NCIT;NCIT"
"L-Asparaginase","Asparaginase","NCIT:C286","NCIT"
"LAG-3","Anti-LAG-3 Monoclonal Antibody","NCIT:C134305","NCIT"
"LAPATINIB","Lapatinib","NCIT:C26653","NCIT"
"LAR","Low Anterior Resection","NCIT:C113716","NCIT"
"LBH","Panobinostat","NCIT:C66948","NCIT"
"LDR","Low-Dose Rate Brachytherapy","NCIT:C85254","NCIT"
"LE","Local excision (procedure)","86743009","SNOMED"
"LENOLIDAMIDE","Lenalidomide","NCIT:C2668","NCIT"
"LH-RH Analogon","Gonadotropin-releasing Hormone Analog","NCIT:C1910","NCIT"
"LHRH","Gonadotrophin Releasing Hormone","NCIT:C2270","NCIT"
"LHRH agonist","Gonadotropin-releasing Hormone Analog","NCIT:C1910","NCIT"
"LN dissection","Lymphadenectomy","NCIT:C15275","NCIT"
"LND","Lymphadenectomy","NCIT:C15275","NCIT"
"LUMPCTOMY","Lumpectomy","NCIT:C15755","NCIT"
"LUMPECTOMY","Lumpectomy","NCIT:C15755","NCIT"
"LV","Leucovorin","NCIT:C71631","NCIT"
"LY 2606368","Prexasertib","NCIT:C91392","NCIT"
"Laparoscopic Biopsy","Laparoscopic Biopsy","NCIT:C165180","NCIT"
"Laparoscopic Prostatectomy","Laparoscopic Prostatectomy","NCIT:C94452","NCIT"
"Lapatinib","Lapatinib","NCIT:C26653","NCIT"
"Left Rnu","Left;Radical;Nephroureterectomy","NCIT:C25229;NCIT:C68786;NCIT:C51646","NCIT;NCIT;NCIT"
"Left breast reexcision","Left Breast;Re-Excision","NCIT:C47855;NCIT:C48600","NCIT;NCIT"
"Left hemihepatectomy","Left Hemihepatectomy","NCIT:C51571","NCIT"
"Left segmental mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"Lenalidomide","Lenalidomide","NCIT:C2668","NCIT"
"Letrozole","Letrozole","NCIT:C1527","NCIT"
"Leukine","Sargramostim","NCIT:C1492","NCIT"
"Liposomal Cytarabine","Liposomal Cytarabine","NCIT:C2388","NCIT"
"Liver Biopsy","Liver Biopsy","NCIT:C51677","NCIT"
"Liver Resection","Hepatectomy","NCIT:C15249","NCIT"
"Lobectomy","Lobectomy","NCIT:C15272","NCIT"
"Lomustine","Lomustine","NCIT:C617","NCIT"
"Lumpectomy","Lumpectomy","NCIT:C15755","NCIT"
"Lupron","Leuprolide","NCIT:C62042","NCIT"
"MAPKI","Mitogen-Activated Protein Kinase Inhibitor","NCIT:C2149","NCIT"
"MAPK_TX","Mitogen-Activated Protein Kinase Inhibitor","NCIT:C2149","NCIT"
"MASTECTOMY","Mastectomy","NCIT:C15277","NCIT"
"MBG453 (TIM-3 inhibitor)","Sabatolimab","NCIT:C124850","NCIT"
"MEDICATION","Medication","NCIT:C459","NCIT"
"MEK","Mitogen-Activated Protein Kinase Kinase Inhibitor","NCIT:C69145","NCIT"
"MEK162","Binimetinib","NCIT:C84865","NCIT"
"MET inhibitor","c-Met Inhibitor","NCIT:C143099","NCIT"
"METASTASECTOMY","Metastasectomy","NCIT:C94461","NCIT"
"MGA271 anti B7H3 infusion","Enoblituzumab","NCIT:C97510","NCIT"
"MGB453","Sabatolimab","NCIT:C124850","NCIT"
"MICROTUBULE","Antimitotic Agent","NCIT:C273","NCIT"
"MITOTANE","Mitotane","NCIT:C664","NCIT"
"MK 3475","Pembrolizumab","NCIT:C106432","NCIT"
"MK-2206","Akt Inhibitor MK2206","NCIT:C90581","NCIT"
"MK-8242","HDM2 Inhibitor MK-8242","NCIT:C116867","NCIT"
"MK3475","Pembrolizumab","NCIT:C106432","NCIT"
"MLN0128 (mTORi)","Sapanisertib","NCIT:C90548","NCIT"
"MLN4924","Pevonedistat","NCIT:C77906","NCIT"
"MLN8237","Alisertib","NCIT:C71717","NCIT"
"MM-141","Istiratumab","NCIT:C103863","NCIT"
"MMC","Mitomycin","NCIT:C1820","NCIT"
"MTOR inhibitor","mTOR Inhibitor","NCIT:C2201","NCIT"
"MTOR/VEGF inhibitor","mTOR Inhibitor;Immunotherapeutic Agent","NCIT:C2201;NCIT:C308","NCIT;NCIT"
"MTX","Methotrexate","NCIT:C642","NCIT"
"MUD","Matched Unrelated Donor;Allogeneic Hematopoietic Stem Cell Transplantation","NCIT:C131676;NCIT:C46089","NCIT;NCIT"
"Macitentan","Macitentan","NCIT:C87728","NCIT"
"Margin resection","Surgical Margin;Resection","NCIT:C41227;NCIT:C158758","NCIT;NCIT"
"Mastectomy","Mastectomy","NCIT:C15277","NCIT"
"Mastectomy NOS","Mastectomy","NCIT:C15277","NCIT"
"Medically Treated","Therapeutic Procedure","NCIT:C49236","NCIT"
"Mefloquine","Mefloquine","NCIT:C61827","NCIT"
"Melphalan","Melphalan","NCIT:C633","NCIT"
"Memantine","Memantine","NCIT:C73269","NCIT"
"Mercaptopurine","Mercaptopurine","NCIT:C195","NCIT"
"Methotrexate","Methotrexate","NCIT:C642","NCIT"
"Midostaurin","Midostaurin","NCIT:C1872","NCIT"
"Mito","Mitoxantrone","NCIT:C62050","NCIT"
"Mitomycin","Mitomycin","NCIT:C1820","NCIT"
"Mitoxantrone","Mitoxantrone","NCIT:C62050","NCIT"
"Mk-3475","Pembrolizumab","NCIT:C106432","NCIT"
"Modified Radical Masectomy","Modified Radical Hysterectomy","NCIT:C136238","NCIT"
"Modified Radical Mastectomy","Modified Radical Mastectomy","NCIT:C15278","NCIT"
"Modified radical mastectomy","Modified Radical Mastectomy","NCIT:C15278","NCIT"
"Mogamulizumab","Mogamulizumab","NCIT:C62510","NCIT"
"Mohs surgery","Mohs Surgery","NCIT:C28208","NCIT"
"Momelotinib","Momelotinib","NCIT:C88311","NCIT"
"Monalizumab","Monalizumab","NCIT:C120208","NCIT"
"Monoclonal Antibodies","Monoclonal Antibody","NCIT:C20401","NCIT"
"Monotherapy","PD-1 Ligand Inhibitor","NCIT:C156893","NCIT"
"Mto","Mitoxantrone","NCIT:C62050","NCIT"
"Mtx","Methotrexate","NCIT:C642","NCIT"
"Mylotarg","Gemtuzumab Ozogamicin","NCIT:C1806","NCIT"
"NK cell infusion","NK Cell-enriched Donor Lymphocytes","NCIT:C127939","NCIT"
"NKG2A","Immunotherapeutic Agent","NCIT:C308","NCIT"
"NOM","Have Not Had Cancer Surgery","NCIT:C127038","NCIT"
"NOREPINEPHRINE","l-Norepinephrine","NCIT:C2321","NCIT"
"NOVO-TTF","NovoTTF-100A Device","NCIT:C125103","NCIT"
"NO_CHEMO","Chemotherapy Not Received","NCIT:C160337","NCIT"
"NPT","Platinum Acetylacetonate-Titanium Dioxide Nanoparticles","NCIT:C153425","NCIT"
"NSC750854","Purine Analogue NSC 750854","NCIT:C177897","NCIT"
"NTRK","TRK Inhibitor","NCIT:C155765","NCIT"
"NUCLEOSIDE","Nucleoside analog (substance)","714629005","SNOMED"
"NY eso vaccine","NY-ESO-1 Peptide Vaccine","NCIT:C2657","NCIT"
"Neck Dissection","Neck Dissection","NCIT:C15643","NCIT"
"Nelarabine","Nelarabine","NCIT:C1704","NCIT"
"Nephrectomy","Nephrectomy","NCIT:C15284","NCIT"
"Nephro-ureterectomy","Nephroureterectomy","NCIT:C51646","NCIT"
"Nephroureterectomy with endoscopic bladder cuff resection","Nephroureterectomy with Cuff of Bladder;Endoscopic Resection","NCIT:C159437;NCIT:C159453","NCIT;NCIT"
"Nintedanib","Nintedanib","NCIT:C62765","NCIT"
"Nipple Sparing Total Mastectomy","Subcutaneous Mastectomy","NCIT:C89773","NCIT"
"Nivo","Nivolumab","NCIT:C68814","NCIT"
"Nivolumab","Nivolumab","NCIT:C68814","NCIT"
"Nivolumab (P1T986205)","Nivolumab","NCIT:C68814","NCIT"
"No (radiation)","Radiation Therapy Not Received","NCIT:C160346","NCIT"
"Nonstandard Radiation","Radiation Therapy","NCIT:C15313","NCIT"
"ODSH (2 O, 3-O Desulfated Heparin)","Dociparstat sodium","NCIT:C99130","NCIT"
"OSI-774","Erlotinib Hydrochloride","NCIT:C2693","NCIT"
"OTHER THERAPY","Other Therapy","NCIT:C15645","NCIT"
"OTHER_THERAPY","Other Therapy","NCIT:C15645","NCIT"
"OX","Oxaliplatin","NCIT:C1181","NCIT"
"OX40","Anti-OX40 Monoclonal Antibody","NCIT:C96040","NCIT"
"OX40 agonist MOXR0916","Vonlerolizumab","NCIT:C121376","NCIT"
"OXALIPLATIN","Oxaliplatin","NCIT:C1181","NCIT"
"OXi4503","Combretastatin A1 Diphosphate","NCIT:C84867","NCIT"
"Observation","Clinical Observation","NCIT:C116555","NCIT"
"Olaparib","Olaparib","NCIT:C71721","NCIT"
"Optune device","NovoTTF-100A Device","NCIT:C125103","NCIT"
"Orchiectomy","Orchiectomy","NCIT:C15288","NCIT"
"Other","Other","NCIT:C17649","NCIT"
"Other Therapy","Other Therapy","NCIT:C15645","NCIT"
"Other regimens","Other;Treatment Regimen","NCIT:C17649;NCIT:C15697","NCIT;NCIT"
"Other surgery (specify)","Other;Surgery","NCIT:C17649;NCIT:C17173","NCIT;NCIT"
"Other_Treatments","Other Therapy","NCIT:C15645","NCIT"
"Oxaliplatin","Oxaliplatin","NCIT:C1181","NCIT"
"PACLITAXEL","Paclitaxel","NCIT:C1411","NCIT"
"PARTIAL_MASTECTOMY","Segmental Mastectomy","NCIT:C20749","NCIT"
"PCI-32765","Ibrutinib","NCIT:C81934","NCIT"
"PD-1","PD1 Inhibitor","NCIT:C124946","NCIT"
"PD-1/PDL-1","Anti-PD-1/Anti-PD-L1 Bispecific Antibody IBI318","NCIT:C171938","NCIT"
"PD-1/PDL-1_CTLA4_COMBO","Anti-PD-1/Anti-PD-L1 Bispecific Antibody IBI318;Anti-CTLA-4 Monoclonal Antibody","NCIT:C171938;NCIT:C128036","NCIT;NCIT"
"PD-L1","PD-1 Ligand Inhibitor","NCIT:C156893","NCIT"
"PD1","PD1 Inhibitor","NCIT:C124946","NCIT"
"PD1_INHIBITOR","PD1 Inhibitor","NCIT:C124946","NCIT"
"PD1_Yes","PD1 Inhibitor","NCIT:C124946","NCIT"
"PE","Pelvic Exenteration","NCIT:C91837","NCIT"
"PEITC","Phenethyl Isothiocyanate","NCIT:C2233","NCIT"
"PEMBRO","Pembrolizumab","NCIT:C106432","NCIT"
"PEMBROLIZUMAB","Pembrolizumab","NCIT:C106432","NCIT"
"PF-03084014","Nirogacestat","NCIT:C82383","NCIT"
"PF-04449913 (Hedgehog Inhibitor)","Glasdegib","NCIT:C84862","NCIT"
"PHARM","Pharmacotherapy","NCIT:C15986","NCIT"
"PHARMACEUTICAL","Pharmacotherapy","NCIT:C15986","NCIT"
"PIM kinase inhibitor","Serine/Threonine Kinase Inhibitor","NCIT:C61074","NCIT"
"PIXANTRONE","Pixantrone","NCIT:C26663","NCIT"
"PLAT CAR-T cell infusion","Chimeric Antigen Receptor T-Cell Therapy","NCIT:C126102","NCIT"
"PLATINUM","Platinum","NCIT:C756","NCIT"
"PLX3397","Pexidartinib","NCIT:C88303","NCIT"
"PR-104","Nitrogen Mustard Prodrug PR-104","NCIT:C61590","NCIT"
"PROCEDURE","Physical Medical Procedure","NCIT:C98769","NCIT"
"PROSTATECTOMY","Prostatectomy","NCIT:C15307","NCIT"
"PRS-343","Cinrebafusp Alfa","NCIT:C142890","NCIT"
"PSC","Valspodar","NCIT:C1405","NCIT"
"PSMA ADC","PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate","NCIT:C176017;NCIT:C129823","NCIT;NCIT"
"PSMA-ADC","PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate","NCIT:C176017;NCIT:C129823","NCIT;NCIT"
"PUNCH","Punch Biopsy","NCIT:C28743","NCIT"
"Paclitaxel","Paclitaxel","NCIT:C1411","NCIT"
"Palbociclib","Palbociclib","NCIT:C49176","NCIT"
"Pancreaticoduodenectomy (Whipple Resection)","Whipple Procedure","NCIT:C15356","NCIT"
"Partial Cystectomy","Partial Cystectomy","NCIT:C51636","NCIT"
"Partial Mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"Partial Salpingectomy","Partial Salpingectomy","NCIT:C51734","NCIT"
"Partial Vaginectomy","Partial;Vaginectomy","NCIT:C25378;NCIT:C94463","NCIT;NCIT"
"Partial hepatectomy","Partial Hepatectomy","NCIT:C15394","NCIT"
"Partial mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"Patey's Surgery","Modified Radical Mastectomy","NCIT:C15278","NCIT"
"Pateys surgery","Modified Radical Mastectomy","NCIT:C15278","NCIT"
"Peg interferon alfa-2a","Peginterferon Alfa-2a","NCIT:C33987","NCIT"
"Pembro","Pembrolizumab","NCIT:C106432","NCIT"
"Pembrolizumab","Pembrolizumab","NCIT:C106432","NCIT"
"Pembrolizumab (Arizona)","Pembrolizumab","NCIT:C106432","NCIT"
"Pemetrexed","Pemetrexed","NCIT:C61614","NCIT"
"Pentamadine","Pentamidine","NCIT:C731","NCIT"
"Pericardial Effusion","Pericardial Effusion","NCIT:C3319","NCIT"
"Pertuzumab","Pertuzumab","NCIT:C38692","NCIT"
"Pexidartinib","Pexidartinib","NCIT:C88303","NCIT"
"Pharmaceutical","Pharmacotherapy","NCIT:C15986","NCIT"
"PiBr","Pipobroman","NCIT:C750","NCIT"
"Plaque","Plaque Radiotherapy","NCIT:C93339","NCIT"
"Platinum","Platinum","NCIT:C756","NCIT"
"Pleural Effusion","Pleural Effusion","NCIT:C3331","NCIT"
"Ponatinib","Ponatinib","NCIT:C95777","NCIT"
"Pracinostat","Pracinostat","NCIT:C71708","NCIT"
"Pravastatin","Pravastatin","NCIT:C62070","NCIT"
"Pred","Prednisone","NCIT:C770","NCIT"
"Prednisolone","Prednisolone","NCIT:C769","NCIT"
"Prednisone","Prednisone","NCIT:C770","NCIT"
"Primary Debulking","Primary Debulking Surgery","NCIT:C160865","NCIT"
"Procarbazine","Procarbazine","NCIT:C62072","NCIT"
"Proton 3d conformal","Proton Beam Radiation Therapy;3-Dimensional Conformal Radiation Therapy","NCIT:C66897;NCIT:C16035","NCIT;NCIT"
"Proton Pump Inhibitors","Proton Pump Inhibitor","NCIT:C29723","NCIT"
"Proton beam","Proton Beam Radiation Therapy","NCIT:C66897","NCIT"
"Provenge","Sipuleucel-T","NCIT:C1985","NCIT"
"Pylorus preserving pancreatoduodenectomy","Pylorus-sparing pancreaticoduodenectomy (procedure)","116242006","SNOMED"
"Quizartinib","Quizartinib","NCIT:C68936","NCIT"
"RAD","Radiation Therapy","NCIT:C15313","NCIT"
"RADIATION","Radiation Therapy","NCIT:C15313","NCIT"
"RADIATION (NOS)","Radiation Therapy","NCIT:C15313","NCIT"
"RADIATION_NA|Yes","Radiation Therapy","NCIT:C15313","NCIT"
"RADIATION_Yes","Radiation Therapy","NCIT:C15313","NCIT"
"RADIOTHERAPY","Radiation Therapy","NCIT:C15313","NCIT"
"RADIO_THERAPY","Radiation Therapy","NCIT:C15313","NCIT"
"RAM","Ramucirumab","NCIT:C70792","NCIT"
"RAPAMYCIN","Sirolimus","NCIT:C1212","NCIT"
"REGN1400","Anti-ErbB3 Monoclonal Antibody REGN1400","NCIT:C103859","NCIT"
"REN1400","Anti-ErbB3 Monoclonal Antibody REGN1400","NCIT:C103859","NCIT"
"RG7112","MDM2 Inhibitor","NCIT:C162996","NCIT"
"RO4929097","Gamma-Secretase Inhibitor RO4929097","NCIT:C88333","NCIT"
"ROVA-T","Rovalpituzumab Tesirine","NCIT:C107678","NCIT"
"RT","Radiation Therapy","NCIT:C15313","NCIT"
"RUXOLITINB","Ruxolitinib","NCIT:C77888","NCIT"
"Rabbit ATG","Lapine T-Lymphocyte Immune Globulin","NCIT:C80833","NCIT"
"Rad","Radiation Therapy","NCIT:C15313","NCIT"
"Rad001","Everolimus","NCIT:C48387","NCIT"
"Radiation","Radiation Therapy","NCIT:C15313","NCIT"
"Radiation (NOS)","Radiation Therapy","NCIT:C15313","NCIT"
"Radiation Therapy","Radiation Therapy","NCIT:C15313","NCIT"
"Radiation Therapy, Unspecified","Radiation Therapy","NCIT:C15313","NCIT"
"Radiation outside","Radiation Therapy;External","NCIT:C15313;NCIT:C44280","NCIT;NCIT"
"Radiation to right breast","Radiation Therapy;Right Breast","NCIT:C15313;NCIT:C47856","NCIT;NCIT"
"Radiation_Therapy","Radiation Therapy","NCIT:C15313","NCIT"
"Radical Cystectomy","Radical Cystectomy","NCIT:C15396","NCIT"
"Radical Cystoprostatectomy","Radical Cystoprostatectomy","NCIT:C51899","NCIT"
"Radical Hysterectomy","Radical Hysterectomy","NCIT:C94470","NCIT"
"Radical Prostatectomy","Radical Prostatectomy","NCIT:C15399","NCIT"
"Radical anterior exenteration","Radical;Anterior Pelvic Exenteration","NCIT:C68786;NCIT:C94468","NCIT;NCIT"
"Radical cystectomy","Radical Cystectomy","NCIT:C15396","NCIT"
"Radical cystoprostatectomy","Radical Cystoprostatectomy","NCIT:C51899","NCIT"
"Radical trachelectomy","Radical Trachelectomy","NCIT:C136288","NCIT"
"Radiotherapy","Radiation Therapy","NCIT:C15313","NCIT"
"Radium-223 (Xofigo)","Radium Ra 223 Dichloride","NCIT:C62535","NCIT"
"Ram","Ramucirumab","NCIT:C70792","NCIT"
"Ramucirumab","Ramucirumab","NCIT:C70792","NCIT"
"Re-Excision of Superior Margin","Re-Excision;Superior;Margin","NCIT:C48600;NCIT:C25235;NCIT:C25563","NCIT;NCIT;NCIT"
"Re-excision of original lumpectomy site","Re-Excision;Original;Lumpectomy;Surgical Site","NCIT:C48600;NCIT:C25604;NCIT:C15755;NCIT:C164323","NCIT;NCIT;NCIT;NCIT"
"Re-excision of the inferior margin","Re-Excision;Inferior;Margin","NCIT:C48600;NCIT:C25353;NCIT:C25563","NCIT;NCIT;NCIT"
"Reexc of biopsy site","Re-Excision;Biopsy Site","NCIT:C48600;NCIT:C77677","NCIT;NCIT"
"Reexcision","Re-Excision","NCIT:C48600","NCIT"
"Reexcision of segmental mastectomy","Re-Excision;Segmental Mastectomy","NCIT:C48600;NCIT:C20749","NCIT;NCIT"
"Regeneron","Cemiplimab","NCIT:C121540","NCIT"
"Regorafenib","Regorafenib","NCIT:C78204","NCIT"
"Resection","Resection","NCIT:C158758","NCIT"
"Resection of Pelvic tumor","Resection;Pelvis;Tumor Mass","NCIT:C158758;NCIT:C12767;NCIT:C98275","NCIT;NCIT;NCIT"
"Resection of pulmonary Mets","Resection;Pulmonary;Metastasis","NCIT:C158758;NCIT:C13304;NCIT:C19151","NCIT;NCIT;NCIT"
"Revlimid","Lenalidomide","NCIT:C2668","NCIT"
"Revlmd","Lenalidomide","NCIT:C2668","NCIT"
"Right Breast Reexcision","Right Breast;Re-Excision","NCIT:C47856;NCIT:C48600","NCIT;NCIT"
"Right Breast reexcision","Right Breast;Re-Excision","NCIT:C47856;NCIT:C48600","NCIT;NCIT"
"Right Mediastinal Mass Excision","Right;Mediastinal Mass;Excision","NCIT:C25228;NCIT:C35295;NCIT:C15232","NCIT;NCIT;NCIT"
"Right Partial Nephrectomy","Right;Partial Nephrectomy","NCIT:C25228;NCIT:C51928","NCIT;NCIT"
"Right Rnu","Right;Radical;Nephroureterectomy;Right;Nephroureterectomy","NCIT:C25228;NCIT:C68786;NCIT:C51646;NCIT:C25228;NCIT:C51646","NCIT;NCIT;NCIT;NCIT;NCIT"
"Right Rnu / Rc","Right;Radical;Nephroureterectomy;Radical Cystectomy;Right;Nephroureterectomy;Radical Cystectomy","NCIT:C25228;NCIT:C68786;NCIT:C51646;NCIT:C15396;NCIT:C25228;NCIT:C51646;NCIT:C15396","NCIT;NCIT;NCIT;NCIT;NCIT;NCIT;NCIT"
"Right Total Mastectomy","Right;Total Mastectomy","NCIT:C25228;NCIT:C15281","NCIT;NCIT"
"Right eye enucleation","Right Eye;Enucleation","NCIT:C119333;NCIT:C48601","NCIT;NCIT"
"Right hemihepatectomy","Right Hemihepatectomy","NCIT:C51569","NCIT"
"Right mediastinal mass excision","Right;Mediastinal Mass;Excision","NCIT:C25228;NCIT:C35295;NCIT:C15232","NCIT;NCIT;NCIT"
"Right segmental mastectomy","Right;Segmental Mastectomy","NCIT:C25228;NCIT:C20749","NCIT;NCIT"
"Right total mastectomy","Right;Total Mastectomy","NCIT:C25228;NCIT:C15281","NCIT;NCIT"
"Right uterectomy","Right;Ureterectomy","NCIT:C25228;NCIT:C51637","NCIT;NCIT"
"Rigosertib","Rigosertib","NCIT:C152216","NCIT"
"Rituxan","Rituximab","NCIT:C1702","NCIT"
"Rituximab","Rituximab","NCIT:C1702","NCIT"
"Robotic assisted laparoscopic nephroureterectomy","Robot-Assisted Surgery;Laparoscopy;Nephroureterectomy","NCIT:C140885;NCIT:C16969;NCIT:C51646","NCIT;NCIT;NCIT"
"Robotic assisted laparoscopic radical cystoprostatectomy","Robot-Assisted Surgery;Laparoscopy;Radical Cystoprostatectomy","NCIT:C140885;NCIT:C16969;NCIT:C51899","NCIT;NCIT;NCIT"
"Robotic radical cystoprostatectomy","Robot-Assisted Surgery;Radical Cystoprostatectomy","NCIT:C140885;NCIT:C51899","NCIT;NCIT"
"Robotic-Assisted Laparoscopic Radical Prostatectomy","Laparoscopic Radical Prostatectomy with Robotics","NCIT:C165183","NCIT"
"Ruxolitinib","Ruxolitinib","NCIT:C77888","NCIT"
"SAHA","Vorinostat","NCIT:C1796","NCIT"
"SALICYLATES_Yes","Salicylates","OMIT:0013364","OMIT"
"SAR3419","Coltuximab Ravtansine","NCIT:C71009","NCIT"
"SB-715992","Ispinesib","NCIT:C38131","NCIT"
"SCH 727965","Dinaciclib","NCIT:C78854","NCIT"
"SGI-1776","PIM Kinase Inhibitor SGI-1776","NCIT:C82404","NCIT"
"SGN-CD19A","Denintuzumab Mafodotin","NCIT:C105150","NCIT"
"SGN-CD33A","Vadastuximab Talirine","NCIT:C111039","NCIT"
"SKIN LESION BIOPSY","Skin Biopsy","NCIT:C51692","NCIT"
"SKIN SPARING RADICAL MASTECTOMY","Skin-Sparing Mastectomy;Radical Mastectomy","NCIT:C107211;NCIT:C15279","NCIT;NCIT"
"SLND","Sentinel Lymph Node;Lymphadenectomy","NCIT:C12947;NCIT:C15275","NCIT;NCIT"
"SMAC","Apoptotic Pathway-targeting Antineoplastic Agent","NCIT:C129839","NCIT"
"SORAFENIB","Sorafenib","NCIT:C61948","NCIT"
"STA9090 (GANETESPIB)","Ganetespib","NCIT:C77872","NCIT"
"STEROID","Steroid Therapy","NCIT:C15370","NCIT"
"STEROIDS","Steroid Therapy","NCIT:C15370","NCIT"
"STF-118804","NAMPT Inhibitor STF-118804","NCIT:C177896","NCIT"
"SU11248","Sunitinib Malate","NCIT:C26673","NCIT"
"SURGERY","Surgical Procedure","NCIT:C15329","NCIT"
"SURGICAL_PROCEDURE","Surgical Procedure","NCIT:C15329","NCIT"
"SVV-001","Seneca Valley Virus-001","NCIT:C62524","NCIT"
"SY-1425 (Tamibarotene)","Tamibarotene","NCIT:C71025","NCIT"
"SYSTEMIC","Systemic Therapy","NCIT:C15698","NCIT"
"SYSTEMIC_CHEMO","Systemic Chemotherapy","NCIT:C64261","NCIT"
"SYSTEMIC_THERAPIES","Systemic Therapy","NCIT:C15698","NCIT"
"SYSTEMIC_THERAPY","Systemic Therapy","NCIT:C15698","NCIT"
"Sacrococcygeal Resection","Sacrococcygeal Teratoma;Resection","NCIT:C99055;NCIT:C158758","NCIT;NCIT"
"Samalizumab","Samalizumab","NCIT:C77891","NCIT"
"Sapacitabine (CYC682-06)","Sapacitabine","NCIT:C64541","NCIT"
"Secondary Debulking","Secondary;Tumor Debulking","NCIT:C25667;NCIT:C15749","NCIT;NCIT"
"Segmental Mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"Segmental mastectomy","Segmental Mastectomy","NCIT:C20749","NCIT"
"Segmental ureterectomy","Ureterectomy","NCIT:C51637","NCIT"
"Segmentectomy, Multiple","Segmentectomy;Multiple","NCIT:C91061;NCIT:C17648","NCIT;NCIT"
"Segmentectomy, Single","Segmentectomy;Single","NCIT:C91061;NCIT:C150721","NCIT;NCIT"
"Selinexor","Selinexor","NCIT:C102546","NCIT"
"Sentinel Node Biopsy","Sentinel Lymph Node Biopsy","NCIT:C15667","NCIT"
"Simple Hysterectomy","Total Hysterectomy","NCIT:C15701","NCIT"
"Simple Mastectomy","Total Mastectomy","NCIT:C15281","NCIT"
"Sirolimus","Sirolimus","NCIT:C1212","NCIT"
"Skin excision","Skin Excision","NCIT:C51767","NCIT"
"Sorafenib","Sorafenib","NCIT:C61948","NCIT"
