original_value,curated_ontology,curated_ontology_term_id,curated_ontology_term_db
MCRC PRIMARY,Metastatic Colorectal Carcinoma<;>Primary,NCIT:C156096<;>NCIT:C25251,NCIT
BASAL CELL CARCINOMA,Basal Cell Carcinoma,NCIT:C156767,NCIT
MATURE,Mature,NCIT:C156784,NCIT
TUMOR FREE,Tumor Free,NCIT:C156848,NCIT
TUMOR_FREE,Tumor Free,NCIT:C156848,NCIT
WITH TUMOR,With Tumor,NCIT:C156849,NCIT
WITH_TUMOR,With Tumor,NCIT:C156849,NCIT
BREAST DUCTAL HR+HER2+,Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Positive,NCIT:C157056<;>NCIT:C68748,NCIT
BREAST DUCTAL HR+HER2-,Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT:C157056<;>NCIT:C68749,NCIT
HR+/HER2-,Hormone Receptor-Positive Breast Carcinoma<;>HER2/Neu Negative,NCIT:C157056<;>NCIT:C68749,NCIT
HILAR/PERIHILAR,Proximal Bile Duct,NCIT:C157418,NCIT
 HILAR/PERIHILAR,Proximal Bile Duct,NCIT:C157418,NCIT
RESECTION,Resection,NCIT:C158758,NCIT
PROSTATE NEUROENDOCRINE CARCINOMA,Prostate Neuroendocrine Carcinoma,NCIT:C158912,NCIT
REGIONAL CUTANEOUS OR SUBCUTANEOUS METASTASIS,Melanoma Involvement of Regional Cutaneous or Subcutaneous Tissue,NCIT:C159279,NCIT
MUCOSAL MELANOMA OF THE URETHRA,Urethral Melanoma,NCIT:C159665,NCIT
"HEPATOCELLULAR CARCINOMA, HBS-ANTIGEN CARRIER",Hepatitis B Virus Surface Antigen Positive,NCIT:C160372,NCIT
HBS_ANTIGEN_CARRIER,Hepatitis B Virus Surface Antigen Positive,NCIT:C160372,NCIT
SINONASAL ADENOCARCINOMA,Sinonasal Adenocarcinoma,NCIT:C160976,NCIT
HEAD AND NECK NEUROENDOCRINE CARCINOMA,Head and Neck Neuroendocrine Carcinoma,NCIT:C160980,NCIT
SEMINAL VESICLE CARCINOMA,Malignant Seminal Vesicle Neoplasm,NCIT:C161644,NCIT
HYPERMUTATED,Hypermutated Colorectal Carcinoma,NCIT:C162256,NCIT
FIBROBLAST_BONE,Bone Marrow-Derived Fibroblasts,NCIT:C164010,NCIT
CELL LINE,Cell Line,NCIT:C16403,NCIT
FH-DEFICIENT RENAL CELL CARCINOMA,Fumarate Hydratase-Deficient Renal Cell Carcinoma,NCIT:C164156,NCIT
SPITZOID MELANOMA,Spitz Melanoma,NCIT:C165497,NCIT
MIXED CARCINOMA,Mixed Carcinoma,NCIT:C165723,NCIT
MIXED_CARCINOMA,Mixed Carcinoma,NCIT:C165723,NCIT
MIXED CANCER TYPES,Mixed Carcinoma,NCIT:C165723,NCIT
BREAST DUCTAL HR-HER2+,Hormone Receptor-Negative Breast Carcinoma<;>HER2/Neu Positive,NCIT:C165743<;>NCIT:C68748,NCIT
PANCREATOBILIARY,Pancreatobiliary Carcinoma,NCIT:C166418,NCIT
"MLL TRANSLOCATION, T9:11",MLL Gene Translocation,NCIT:C167144,NCIT
"MLL TRANSLOCATION, POOR RISK",MLL Gene Translocation<;>Low Risk,NCIT:C167144<;>NCIT:C102403,NCIT
"GLIOBLASTOMA, IDH-MUTANT","Astrocytoma, IDH-Mutant, Grade 4",NCIT:C167335,NCIT
TC:NEC,Thymic Neuroendocrine Carcinoma,NCIT:C171031,NCIT
HIGH-GRADE NEUROENDOCRINE CARCINOMA OF THE OVARY,Ovarian Neuroendocrine Carcinoma<;>High Grade,NCIT:C171032<;>NCIT:C14158,NCIT
UTERINE NEUROENDOCRINE CARCINOMA,Endometrial Neuroendocrine Carcinoma,NCIT:C171033,NCIT
"METASTATIC, VARIANT HISTOLOGY",Aggressive Variant Prostate Carcinoma,NCIT:C171576,NCIT
NORMAL KARYOTYPE,Normal Karyotype,NCIT:C173277,NCIT
COLORECTAL MSS,Microsatellite Stable Colorectal Carcinoma,NCIT:C173324,NCIT
CRC MSS,Microsatellite Stable Colorectal Carcinoma,NCIT:C173324,NCIT
COLORECTAL HYPERMUTATED,Microsatellite Stable Colorectal Carcinoma,NCIT:C173324,NCIT
CRC HM,Microsatellite Stable Colorectal Carcinoma,NCIT:C173324,NCIT
ODONTOGENIC CARCINOMA,Odontogenic Carcinoma,NCIT:C173720,NCIT
MLL-ALL,Acute Myeloid Leukemia with MLL Rearrangement,NCIT:C174129,NCIT
NEUROCUTANEOUS MELANOCYTOSIS,Neurocutaneous Melanosis,NCIT:C175215,NCIT
REGIONAL LYMPH NODE METASTASIS,Metastatic Malignant Neoplasm in the Regional Lymph Nodes,NCIT:C175222,NCIT
REGIONAL NODES,Metastatic Malignant Neoplasm in the Regional Lymph Nodes,NCIT:C175222,NCIT
CYTOLOGY,Cytology Specimen Type,NCIT:C177413,NCIT
LIPOFIBROMATOSIS-LIKE NEURAL TUMOR,NTRK-Rearranged Spindle Cell Neoplasm,NCIT:C178426,NCIT
EWING-LIKE SARCOMA,Round Cell Sarcoma with EWSR1-non-ETS Fusion,NCIT:C178459,NCIT
LOW-GRADE NEUROEPITHELIAL TUMOR,Polymorphous Low Grade Neuroepithelial Tumor of the Young,NCIT:C180378,NCIT
POLE ULTRA-MUTATED,POLE-Ultramutated Endometrial Endometrioid Adenocarcinoma,NCIT:C180512,NCIT
GESTATIONAL TROPHOBLASTIC DISEASE,Gestational Trophoblastic Disorder,NCIT:C180633,NCIT
INFANTILE MYOFIBROMA,Infantile Myofibroma,NCIT:C180887,NCIT
SQUAMOUS CELL CARCINOMA OF THE VULVA/VAGINA,Vaginal Squamous Cell Carcinoma,NCIT:C180915,NCIT
1-ERG,ERG Gene,NCIT:C18139,NCIT
BIOPSY,Biopsy Specimen,NCIT:C18202,NCIT
DISTANT METASTASIS,Distant Metastasis,NCIT:C18206,NCIT
DISTANT METASTASIS: S.C.,Distant Metastasis,NCIT:C18206,NCIT
DISTANT METS,Distant Metastasis,NCIT:C18206,NCIT
DISTANT METASTASIS: LUNG,Distant Metastasis<;>Lung,NCIT:C18206<;>NCIT:C12468,NCIT
DIFFUSE MIDLINE GLIOMA,Diffuse Midline Glioma,NCIT:C182151,NCIT
NON-PAPILLARY,Non-Papillary Pattern,NCIT:C182618,NCIT
RELAPSE,Relapse,NCIT:C18265,NCIT
CILIATED MUCONODULAR PAPILLARY TUMOR OF THE LUNG,Bronchiolar Adenoma/Ciliated Muconodular Papillary Tumor,NCIT:C183045,NCIT
4-FLI1,FLI1 Gene,NCIT:C18321,NCIT
ST-SE,Supratentorial Ependymoma<;>Subependymoma,NCIT:C186343<;>NCIT:C3795,NCIT
ST-YAP,Supratentorial Ependymoma YAP1 Fusion-Positive,NCIT:C186351,NCIT
PFA,"Posterior Fossa Ependymoma, Group A (PFA)",NCIT:C186450,NCIT
PFB,"Posterior Fossa Ependymoma, Group B (PFB)",NCIT:C186451,NCIT
ETMR,Embryonal Tumor with Multilayered Rosettes,NCIT:C186534,NCIT
CNS EFT-CIC,Central Nervous System Ewing Sarcoma<;>CIC Gene Rearrangement,NCIT:C186611<;>NCIT:C165668,NCIT
THYROID PAPILLARY CARCINOMA - CLASSICAL/USUAL,Classic Thyroid Gland Papillary Carcinoma,NCIT:C187644,NCIT
ADRENOCORTICAL CARCINOMA- ONCOCYTIC TYPE,Adrenal Cortical Oncocytic Carcinoma,NCIT:C188181,NCIT
ADRENOCORTICAL CARCINOMA- MYXOID TYPE,Adrenal Cortical Myxoid Carcinoma,NCIT:C188182,NCIT
NEUROENDOCRINE TUMOR,Neuroendocrine Tumor,NCIT:C188218,NCIT
"NEUROENDOCRINE TUMOR, NOS",Neuroendocrine Tumor,NCIT:C188218,NCIT
CERVICAL NEUROENDOCRINE TUMOR,Cervical Neuroendocrine Tumor,NCIT:C188221,NCIT
METASTASIS,Metastasis,NCIT:C19151,NCIT
NOT SPECIFIED,Not Otherwise Specified,NCIT:C19594,NCIT
NOS,Not Otherwise Specified,NCIT:C19594,NCIT
 NOS,Not Otherwise Specified,NCIT:C19594,NCIT
NUP98 TRANSLOCATION,NUP98 Gene<;>Chromosomal Translocation,NCIT:C20820<;>NCIT:C3420,NCIT
BUCCAL_MUCOSA,Buccal Mucosa,NCIT:C23439,NCIT
UVEAL,Uveal Tract,NCIT:C23742,NCIT
TRANSITIONAL_CELL,Transitional Cells,NCIT:C23796,NCIT
2-ETV1,ETV1 Gene,NCIT:C24377,NCIT
3-ETV4,ETV4 Gene,NCIT:C24378,NCIT
DISTAL,Distal,NCIT:C25237,NCIT
 DISTAL,Distal,NCIT:C25237,NCIT
SUPERFICIAL,Superficial,NCIT:C25239,NCIT
PRIMARY,Primary,NCIT:C25251,NCIT
MIXED,Mixed,NCIT:C25259,NCIT
MIXED_SEROUS_CLEAR_CELL,Mixed<;>Serous<;>Clear Cells,NCIT:C25259<;>NCIT:C14168<;>NCIT:C12478,NCIT
INTESTINAL,Intestinal,NCIT:C25266,NCIT
HAIRY CELL,Hairy Cell,NCIT:C25288,NCIT
ORAL,Oral,NCIT:C25311,NCIT
DISTANT,Distant,NCIT:C25321,NCIT
LOCOREGIONAL,Local-Regional,NCIT:C25388,NCIT
LOBULAR,Lobular,NCIT:C25557,NCIT
METAPLASTIC,Metaplastic,NCIT:C25566,NCIT
REGIONAL RECURRENCE,Regional<;>Recurrence,NCIT:C25643<;>NCIT:C3352,NCIT
CRIBRIFORM,Cribriform,NCIT:C25731,NCIT
CRIBRIFORM/SOLID,Cribriform<;>Solid,NCIT:C25731<;>NCIT:C45300,NCIT
CRIBRIFORM/SOLID/TUBULAR,Cribriform<;>Solid<;>Tubular,NCIT:C25731<;>NCIT:C45300<;>NCIT:C14169,NCIT
DUCTAL,Ductal,NCIT:C25732,NCIT
DUCTAL AND MICROPAPILLARY,Ductal<;>Micropapillary Growth Pattern,NCIT:C25732<;>NCIT:C36181,NCIT
MUCINOUS CARCINOMA,Mucinous Adenocarcinoma,NCIT:C26712,NCIT
MUCINOUS_CARCINOMA,Mucinous Adenocarcinoma,NCIT:C26712,NCIT
ADENOCARCINOMA WITH FOCAL MUCINOUS FEATURES,Mucinous Adenocarcinoma,NCIT:C26712,NCIT
"ADENOCARCINOMA, MUCINOUS",Mucinous Adenocarcinoma,NCIT:C26712,NCIT
MUCINOUS ADENOCARCINOMA LYMPH NODE,Mucinous Adenocarcinoma<;>Lymph Node,NCIT:C26712<;>NCIT:C12745,NCIT
SARCOMATOID,Sarcomatoid Carcinoma,NCIT:C27004,NCIT
RENAL SPINDLE CELL CARCINOMA,Sarcomatoid Carcinoma,NCIT:C27004,NCIT
SPINDLE CELL SARCOMA,Spindle Cell Sarcoma,NCIT:C27005,NCIT
DIFFUSE_HISTIOCYTIC_LYMPHOMA,"Malignant Lymphoma, Histiocytic, Diffuse",NCIT:C27099,NCIT
HAEMATOPOIETIC NEOPLASM,Hematopoietic and Lymphoid Cell Neoplasm,NCIT:C27134,NCIT
MORPHEAN,Skin Sclerosing/Morphoeic Basal Cell Carcinoma,NCIT:C27182,NCIT
SWEAT GLAND ADENOCARCINOMA,Eccrine Carcinoma,NCIT:C27255,NCIT
MDSMPN,Myelodysplastic/Myeloproliferative Neoplasm,NCIT:C27262,NCIT
MYELODYSPLASTIC/MYELOPROLIFERATIVE NEOPLASMS,Myelodysplastic/Myeloproliferative Neoplasm,NCIT:C27262,NCIT
SPINDLE CELL,Spindle Cell Neoplasm,NCIT:C27263,NCIT
DIFFUSE LARGE CELL LYMPHOMA NON-CLEAVED TYPE,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",NCIT:C27272<;>NCIT:C14175,NCIT
EWINGS SARCOMA-PERIPHERAL PRIMITIVE NEUROECTODERMAL TUMOUR,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,NCIT:C27291,NCIT
EWING FAMILY TUMOR,Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor,NCIT:C27291,NCIT
HISTIOCYTIC SARCOMA,Histiocytic Sarcoma,NCIT:C27349,NCIT
SMALL CELL CARCINOMA OF THE OVARY,Ovarian Small Cell Carcinoma,NCIT:C27390,NCIT
MUCOSAL MELANOMA OF THE VULVA/VAGINA,Vaginal Melanoma,NCIT:C27394,NCIT
ESOPHAGEAL ADENOSQUAMOUS CARCINOMA,Esophageal Adenosquamous Carcinoma,NCIT:C27421,NCIT
PROXIMAL-TYPE EPITHELIOID SARCOMA,Proximal-Type Epithelioid Sarcoma,NCIT:C27472,NCIT
PROXIMAL-TYPE EPITHELIOID SARCOMA PTES,Proximal-Type Epithelioid Sarcoma,NCIT:C27472,NCIT
MYXOID CHONDROSARCOMA,Extraskeletal Myxoid Chondrosarcoma,NCIT:C27502,NCIT
EXTRASKELETAL MYXOID CHONDROSARCOMA,Extraskeletal Myxoid Chondrosarcoma,NCIT:C27502,NCIT
AGGRESSIVE DIGITAL PAPILLARY ADENOCARCINOMA,Digital Papillary Adenocarcinoma,NCIT:C27534,NCIT
EBV-ASSOCIATED,EBV-Related Lymphoma,NCIT:C27691,NCIT
SECONDARY MYELOFIBROSIS,Secondary Myelofibrosis,NCIT:C27701,NCIT
INFILTRATING TUBULO-LOBULAR CARCINOMA,Tubulolobular Breast Carcinoma,NCIT:C27717,NCIT
PANCREATIC NEUROENDOCRINE TUMOR,Pancreatic Neuroendocrine Tumor,NCIT:C27720,NCIT
ISLET CELL TUMOR,Pancreatic Neuroendocrine Tumor,NCIT:C27720,NCIT
PANCREATIC NEUROENDOCRINE,Pancreatic Neuroendocrine Tumor,NCIT:C27720,NCIT
PANET,Pancreatic Neuroendocrine Tumor,NCIT:C27720,NCIT
THERAPY-RELATED MYELODYSPLASTIC SYNDROME,Therapy-Related Myelodysplastic Syndrome,NCIT:C27722,NCIT
RCMD-RS,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,NCIT:C27726,NCIT
MDS WITH RING SIDEROBLASTS AND MULTILINEAGE DYSPLASIA,Myelodysplastic Syndrome with Ring Sideroblasts and Multilineage Dysplasia,NCIT:C27726,NCIT
"AML, NOS",Acute Myeloid Leukemia Not Otherwise Specified,NCIT:C27753,NCIT
"MYELODYSPLASTIC/MYELOPROLIFERATIVE NEOPLASM, UNCLASSIFIABLE","Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable",NCIT:C27780,NCIT
"MDS/MPN, UNCLASSIFIABLE","Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable",NCIT:C27780,NCIT
MYXOID LIPOSARCOMA,Myxoid Liposarcoma,NCIT:C27781,NCIT
SEROUS ENDOMETRIAL ADENOCARCINOMA,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
UTERINE SEROUS CARCINOMA,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
UTERINE SEROUS CARCINOMA/UTERINE PAPILLARY SEROUS CARCINOMA,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
MIXED SEROUS AND ENDOMETRIOID,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
COPY-NUMBER HIGH SEROUS-LIKE,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
UTERINE SEROUS,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
UCEC SEROUS,Endometrial Serous Adenocarcinoma,NCIT:C27838,NCIT
"CHROMOPHOBE, CLASSIC",Classic Variant of Chromophobe Renal Cell Carcinoma,NCIT:C27888,NCIT
"CHROMOPHOBE, EOSINOPHILIC",Eosinophilic Variant of Chromophobe Renal Cell Carcinoma,NCIT:C27889,NCIT
"REL ONCOCYTIC NEOPLASM, FAVOR CHROMOPHOBE, EOSINOPHILIC",Eosinophilic Variant of Chromophobe Renal Cell Carcinoma,NCIT:C27889,NCIT
UNCLASSIFIED RENAL CELL CARCINOMA,Unclassified Renal Cell Carcinoma,NCIT:C27892,NCIT
SARCOMATOID RENAL CELL CARCINOMA,Sarcomatoid Renal Cell Carcinoma,NCIT:C27893,NCIT
RENAL CLEAR CELL CARCINOMA WITH SARCOMATOID FEATURES,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,NCIT:C27893<;>NCIT:C4033,NCIT
B-CELL_LYMPHOMA_OTHER,B-Cell Neoplasm,NCIT:C27907,NCIT
MATURE T AND NK NEOPLASMS,Mature T-Cell and NK-Cell Neoplasm,NCIT:C27909,NCIT
MATURE B-CELL NEOPLASMS,Mature B-Cell Neoplasm,NCIT:C27910,NCIT
CHRONIC LYMPHOCYTIC LEUKEMIA/SMALL LYMPHOCYTIC LYMPHOMA,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,NCIT:C27911,NCIT
CHRONIC_LYMPHOCYTIC_LEUKAEMIA-SMALL_LYMPHOCYTIC_LYMPHOMA,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,NCIT:C27911,NCIT
THERAPY-RELATED MYELOID NEOPLASMS,Therapy-Related Myeloid Neoplasm,NCIT:C27912,NCIT
METAPLASTIC CARCINOMA,Metaplastic Carcinoma,NCIT:C27949,NCIT
METAPLASTIC_CARCINOMA,Metaplastic Carcinoma,NCIT:C27949,NCIT
UNILATERAL,Unilateral,NCIT:C28012,NCIT
NOSNON-SEMINOMA,Nonseminomatous,NCIT:C28046,NCIT
 NOSNON-SEMINOMA,Nonseminomatous,NCIT:C28046,NCIT
NON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma,NCIT:C28046<;>NCIT:C4286,NCIT
TERATOMA IMMATURENON-SEMINOMA,Nonseminomatous<;>Immature Teratoma,NCIT:C28046<;>NCIT:C4286,NCIT
 TERATOMA IMMATURENON-SEMINOMA,Nonseminomatous<;>Immature Teratoma,NCIT:C28046<;>NCIT:C4286,NCIT
 TERATOMA IMMATURESEMINOMA,Nonseminomatous<;>Immature Teratoma,NCIT:C28046<;>NCIT:C4286,NCIT
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; EMBRYONAL CARCINOMA,Nonseminomatous<;>Immature Teratoma<;>Embryonal Carcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C3752<;>NCIT:C9015,NCIT
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015,NCIT
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752,NCIT
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMA,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752,NCIT
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; CHORIOCARCINOMA,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C2948<;>NCIT:C9015,NCIT
NON-SEMINOMA; CHORIOCARCINOMANON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Choriocarcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C2948<;>NCIT:C9015,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015,NCIT
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015,NCIT
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015,NCIT
NON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015,NCIT
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMASEMINOMA; NOS,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015<;>NCIT:C9309,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURESEMINOMA; NOS,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015<;>NCIT:C9309,NCIT
SEMINOMA; NOSNON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9309,NCIT
SEMINOMA; NOSNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Immature Teratoma<;>Yolk Sac Tumor<;>Mature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C4286<;>NCIT:C9015<;>NCIT:C9015<;>NCIT:C9309,NCIT
NON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Mature Teratoma,NCIT:C28046<;>NCIT:C9015,NCIT
TERATOMA MATURENON-SEMINOMA,Nonseminomatous<;>Mature Teratoma,NCIT:C28046<;>NCIT:C9015,NCIT
 TERATOMA MATURENON-SEMINOMA,Nonseminomatous<;>Mature Teratoma,NCIT:C28046<;>NCIT:C9015,NCIT
 TERATOMA MATURE[NOT AVAILABLE]NON-SEMINOMA,Nonseminomatous<;>Mature Teratoma,NCIT:C28046<;>NCIT:C9015,NCIT
NON-SEMINOMA; TERATOMA MATURE[NOT AVAILABLE]NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015,NCIT
NON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; TERATOMA MATURESEMINOMA; NOS,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015<;>NCIT:C9309,NCIT
SEMINOMA; NOSNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Mature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9015<;>NCIT:C9309,NCIT
NON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9015,NCIT
NON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9015,NCIT
NON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9015<;>NCIT:C3752,NCIT
NON-SEMINOMA; TERATOMA MATURESEMINOMA; NOSNON-SEMINOMA; EMBRYONAL CARCINOMANON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Embryonal Carcinoma<;>Seminoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9015<;>NCIT:C3752<;>NCIT:C9309,NCIT
NON-SEMINOMA; TERATOMA IMMATURENON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; YOLK SAC TUMOR,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9015<;>NCIT:C4286,NCIT
SEMINOMA; NOSNON-SEMINOMA; YOLK SAC TUMORNON-SEMINOMA; TERATOMA MATURENON-SEMINOMA; TERATOMA IMMATURE,Nonseminomatous<;>Mature Teratoma<;>Yolk Sac Tumor<;>Immature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9015<;>NCIT:C4286<;>NCIT:C9309,NCIT
SEMINOMA; NOSNON-SEMINOMA; TERATOMA MATURE,Nonseminomatous<;>Mature Teratoma<;>Seminoma,NCIT:C28046<;>NCIT:C9015<;>NCIT:C9309,NCIT
EARLY STAGE PRIMARY,Limited Stage<;>Primary,NCIT:C28065<;>NCIT:C25251,NCIT
EXTRAHEPATIC,Extrahepatic,NCIT:C28358,NCIT
