"original_value","curated_ontology","curated_ontology_term_id","curated_ontology_term_db"
"Dermatofibrosarcoma Protuberans","Dermatofibrosarcoma Protuberans","NCIT:C4683","NCIT"
"Sertoli-Leydig Cell Tumor","Sertoli-Leydig cell tumor","MONDO:0002479","MONDO"
"Myxoid liposarcoma","Myxoid liposarcoma","HP:0012268","HP"
"Carcinoid Tumor","Carcinoid Tumor","NCIT:C2915","NCIT"
"Castleman's Disease","Castleman Disease","NCIT:C3056","NCIT"
"Atypical Granular Cell Tumor",NA,NA,NA
"Neurocutaneous Melanocytosis","neurocutaneous melanocytosis","MONDO:0009578","MONDO"
"Anaplastic astrocytoma","anaplastic astrocytoma","EFO:0002499","EFO"
"Lipofibromatosis-like Neural tumor","NTRK-Rearranged Spindle Cell Neoplasm","NCIT:C178426","NCIT"
"Glioneuronal Tumor",NA,NA,NA
"Atypical Spindled and Epithelioid Melanocytic Proliferation",NA,NA,NA
"Peripheral Medulloepithelioma",NA,NA,NA
"Epithelioid cell tumor",NA,NA,NA
"Diffuse Leptomeningeal  Glioneuronal Tumor",NA,NA,NA
"PERIPHERAL NEUROECTODERMAL TUMOR","Peripheral Primitive Neuroectodermal Tumor","NCIT:C9341","NCIT"
"Epithelioid Fibrosarcoma",NA,NA,NA
"Nasopharyngeal Carcinoma","Nasopharyngeal Carcinoma","NCIT:C3871","NCIT"
"Adenocarcinoma","Adenocarcinoma","NCIT:C2852","NCIT"
"CNS Embryonal tumor, NOS","Central Nervous System Embryonal Tumor, Not Otherwise Specified","NCIT:C5398","NCIT"
"Meningioma","Meningioma","NCIT:C3230","NCIT"
"Pilomyxoid astrocytoma","Pilomyxoid Astrocytoma","NCIT:C40315","NCIT"
"Anaplastic ependymoma","Anaplastic Ependymoma","NCIT:C4049","NCIT"
"Serous Ovarian Cancer","ovarian serous adenocarcinoma","MONDO:0005211","MONDO"
"Pancreatic Neuroendocrine Tumor","Pancreatic Neuroendocrine Tumor","NCIT:C27720","NCIT"
"Undifferentiated Carcinoma of the Pancreas","Undifferentiated Pancreatic Carcinoma","EFO:1000606","EFO"
"Pancreas","Pancreas","NCIT:C12393","NCIT"
"Acinar Cell Carcinoma of the Pancreas","Pancreatic Acinar Cell Carcinoma","NCIT:C7977","NCIT"
"Prostate Neuroendocrine Carcinoma","Prostate Neuroendocrine Carcinoma","NCIT:C158912","NCIT"
"Castration-Resistant Prostate Cancer","Castration-Resistant Prostate Carcinoma","NCIT:C130234","NCIT"
"Serous Cystadenoma of the Pancreas","Pancreatic Serous Cystadenoma","NCIT:C5712","NCIT"
"Mucinous Cystic Neoplasm","pancreatic mucinous-cystic neoplasm","MONDO:0044879","MONDO"
"Solid Pseudopapillary Neoplasm of the Pancreas","Solid Pseudopapillary Neoplasm of the Pancreas","NCIT:C37212","NCIT"
"Lung Adenosquamous Carcinoma","Lung Adenosquamous Carcinoma","NCIT:C9133","NCIT"
"Large Cell Lung Carcinoma","Large cell lung carcinoma","HP:0030360","HP"
"Large Cell Neuroendocrine Carcinoma","Large Cell Neuroendocrine Carcinoma","NCIT:C6875","NCIT"
"Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","NCIT:C4031","NCIT"
"Ovarian Epithelial Tumor","Ovarian Epithelial Tumor","NCIT:C4381","NCIT"
"Mucinous Stomach Adenocarcinoma","Mucinous Gastric Adenocarcinoma","EFO:1000386","EFO"
"Papillary Stomach Adenocarcinoma","Gastric Papillary Adenocarcinoma","EFO:1000276","EFO"
"Diffuse Type Stomach Adenocarcinoma","diffuse gastric adenocarcinoma","EFO:0000402","EFO"
"Intestinal Type Stomach Adenocarcinoma","gastric intestinal type adenocarcinoma","EFO:0000504","EFO"
"Tubular Stomach Adenocarcinoma","gastric tubular adenocarcinoma","EFO:1000030","EFO"
"Follicular Thyroid Cancer","follicular thyroid carcinoma","EFO:0000501","EFO"
"Desmoplastic/Nodular Medulloblastoma","Desmoplastic/Nodular Medulloblastoma","NCIT:C4956","NCIT"
"Adenosquamous Carcinoma of the Pancreas","Pancreatic Adenosquamous Carcinoma","NCIT:C5721","NCIT"
"Acute myeloid leukemia","Acute myeloid leukemia","HP:0004808","HP"
"Adamantinoma","Adamantinoma","NCIT:C7644","NCIT"
"Fibroblastic Osteosarcoma","Fibroblastic Osteosarcoma","NCIT:C4020","NCIT"
"Osteoblastic Osteosarcoma","Osteoblastic Osteosarcoma","NCIT:C53953","NCIT"
"Myxoid Chondrosarcoma","myxoid chondrosarcoma","MONDO:0003681","MONDO"
"Follicular lymphoma","Follicular lymphoma","HP:0033125","HP"
"Nodal Marginal Zone Lymphoma","Nodal Marginal Zone Lymphoma","NCIT:C8863","NCIT"
"Burkitt lymphoma","Burkitt lymphoma","HP:0030080","HP"
"Diffse large B-cell lymphoma",NA,NA,NA
"Polycythemia vera","Polycythemia Vera","NCIT:C3336","NCIT"
"Intracholecystic Papillary Neoplasm",NA,NA,NA
"Lung Adenocarcinoma In Situ","Lung Adenocarcinoma In Situ","NCIT:C136486","NCIT"
"Ciliated Muconodular Papillary Tumor of the Lung",NA,NA,NA
"Posttransplant Lymphoproliferative Disorders",NA,NA,NA
"Primary Mediastinal (Thymic) Large B-Cell Lymphoma","Primary Mediastinal (Thymic) Large B-Cell Lymphoma","NCIT:C9280","NCIT"
"Uterine Serous Carcinoma/Uterine Papillary Serous Carcinoma","uterine corpus serous adenocarcinoma","MONDO:0003629","MONDO"
"Hepatocellular carcinoma","Hepatocellular carcinoma","HP:0001402","HP"
"Miscellaneous Neuroepithelial Tumor",NA,NA,NA
"Paraganglioma","Paraganglioma","NCIT:C3308","NCIT"
"Acute myeloid leukemias",NA,NA,NA
"Atypical teratoid/rhabdoid tumor","atypical teratoid rhabdoid tumor","EFO:1002008","EFO"
"High-Grade Glioma, NOS",NA,NA,NA
"Ewing's sarcoma","Ewing sarcoma","EFO:0000174","EFO"
"Wilms' tumors",NA,NA,NA
"Adrenocortical carcinoma","Adrenocortical carcinoma","HP:0006744","HP"
"Embryonal Tumor","Embryonal Neoplasm","NCIT:C3264","NCIT"
"Pilocytic astrocytoma","Pilocytic astrocytoma","HP:0033680","HP"
"Dedifferentiated Liposarcoma","Dedifferentiated Liposarcoma","NCIT:C3704","NCIT"
"Undifferentiated Pleomorphic Sarcoma/Malignant Fibrous Histiocytoma/High-Grade Spindle Cell Sarcoma","undifferentiated pleomorphic sarcoma","EFO:1001972","EFO"
"Soft Tissue","Soft Tissue","NCIT:C12471","NCIT"
"Myxofibrosarcoma","Myxofibrosarcoma","NCIT:C6496","NCIT"
"Pleomorphic Liposarcoma","Pleomorphic Liposarcoma","NCIT:C3705","NCIT"
"Desmoid/Aggressive Fibromatosis","Desmoid-type fibromatosis","EFO:0009907","EFO"
"Soft Tissue Sarcoma","Soft Tissue Sarcoma","NCIT:C9306","NCIT"
"Signet Ring Cell Carcinoma of the Stomach","Signet Ring Cell Gastric Adenocarcinoma","EFO:1000524","EFO"
"Non-Seminomatous Germ Cell Tumor","Nongerminomatous Germ Cell Tumor","NCIT:C121619","NCIT"
"Seminoma","Seminoma","NCIT:C9309","NCIT"
"Non-Seminomatous Germ Cell Tumo",NA,NA,NA
"Embryonal Carcinoma","Embryonal Carcinoma","NCIT:C3752","NCIT"
"Thymoma","Thymoma","NCIT:C3411","NCIT"
"Thyroid Cancer, NOS","Thyroid Gland Carcinoma","NCIT:C4815","NCIT"
"Well-Differentiated Thyroid Cancer","differentiated thyroid carcinoma","EFO:1002017","EFO"
"Uterine Carcinosarcoma/Uterine Malignant Mixed Mullerian Tumor","Uterine Carcinosarcoma","EFO:1000613","EFO"
"Small Cell Carcinoma of the Ovary","Ovarian Small Cell Carcinoma","EFO:1000431","EFO"
"Esophagogastric Cancer",NA,NA,NA
"Upper Tract Urothelial Carcinoma","upper tract urothelial carcinoma","MONDO:0020659","MONDO"
"Uterine Leiomyosarcoma","Uterine leiomyosarcoma","HP:0002891","HP"
"Rhabdoid Cancer","rhabdoid tumor","MONDO:0002728","MONDO"
"Uterine Clear Cell Carcinoma",NA,NA,NA
"Squamous Cell Carcinoma of the Vulva/Vagina","Vaginal Squamous Cell Carcinoma","EFO:1000620","EFO"
"Histiocytic Sarcoma","Histiocytic Sarcoma","NCIT:C27349","NCIT"
"Mature T and NK Neoplasms","neoplasm of mature T-cells or NK-cells","EFO:0002426","EFO"
"Hemophagocytic Lymphohistiocytosis","Hemophagocytic Lymphohistiocytosis","NCIT:C34792","NCIT"
"Perihilar Cholangiocarcinoma","Hilar Cholangiocarcinoma","NCIT:C36077","NCIT"
"CNS/Brain",NA,NA,NA
"Ovary/Fallopian Tube",NA,NA,NA
"Fibrosarcoma","Fibrosarcoma","NCIT:C3043","NCIT"
"Lung","Lung","NCIT:C12468","NCIT"
"Giant Cell Tumor of Bone","Giant Cell Tumor of Bone","NCIT:C121932","NCIT"
"Mucinous Ovarian Cancer","mucinous ovarian cancer","MONDO:0024282","MONDO"
"Clear Cell Ovarian Cancer","ovarian clear cell tumor","MONDO:0021144","MONDO"
"Small Cell Carcinoma of the Stomach","Gastric Small Cell Neuroendocrine Carcinoma","NCIT:C6764","NCIT"
"Mucoepidermoid Carcinoma","Mucoepidermoid Carcinoma","NCIT:C3772","NCIT"
"Endometrioid Ovarian Cancer","Ovarian Endometrioid Adenocarcinoma","EFO:1000416","EFO"
"Mixed Ovarian Carcinoma","ovary mixed epithelial carcinoma","MONDO:0004031","MONDO"
"Gliosarcoma","Gliosarcoma","NCIT:C3796","NCIT"
"Adenosquamous Carcinoma of the Stomach","Gastric Adenosquamous Carcinoma","NCIT:C5474","NCIT"
"Undifferentiated Stomach Adenocarcinoma","undifferentiated carcinoma of stomach","MONDO:0018504","MONDO"
"Adult T-Cell Leukemia/Lymphoma","Adult T-Cell Leukemia/Lymphoma","NCIT:C3184","NCIT"
"Uterine Sarcoma/Mesenchymal","uterine corpus sarcoma","MONDO:0005210","MONDO"
"Hypopharynx Squamous Cell Carcinoma","hypopharynx squamous cell carcinoma","MONDO:0044638","MONDO"
"Granulosa Cell Tumor","Granulosa Cell Tumor","NCIT:C3070","NCIT"
"Mucoepidermoid Carcinoma of the Lung","pulmonary mucoepidermoid carcinoma","EFO:0006740","EFO"
"Gallbladder Adenocarcinoma, NOS",NA,NA,NA
"Brenner Tumor","Brenner Tumor","NCIT:C39954","NCIT"
"Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","EFO:1000499","EFO"
"Small Intestinal Carcinoma","Small Intestinal Carcinoma","NCIT:C7724","NCIT"
"Low-Grade Serous Ovarian Cancer",NA,NA,NA
"Anaplastic Thyroid Cancer","Thyroid Gland Anaplastic Carcinoma","NCIT:C3878","NCIT"
"Kidney","Kidney","NCIT:C12415","NCIT"
"Thyroid","Thyroid Gland","NCIT:C12400","NCIT"
"Peripheral T-Cell lymphoma, NOS","Peripheral T-Cell Lymphoma, Not Otherwise Specified","NCIT:C4340","NCIT"
"T-Cell Large Granular Lymphocytic Leukemia","T-Cell Large Granular Lymphocyte Leukemia","NCIT:C4664","NCIT"
"Lung Carcinoid","lung carcinoid tumor","EFO:1000037","EFO"
"Merkel Cell Carcinoma","Merkel Cell Carcinoma","NCIT:C9231","NCIT"
"Hairy Cell Leukemia","Hairy Cell Leukemia","NCIT:C7402","NCIT"
"Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma",NA,NA,NA
"Pleura","Pleura","NCIT:C12469","NCIT"
"Primitive Neuroectodermal Tumor","Primitive Neuroectodermal Tumor","NCIT:C3716","NCIT"
"Small Cell Carcinoma of the Cervix","Cervical Small Cell Carcinoma","EFO:1000171","EFO"
"Ovarian Germ Cell Tumor","Ovarian Germ Cell Tumor","NCIT:C3873","NCIT"
"Vulva/Vagina",NA,NA,NA
"Well-Differentiated Liposarcoma","well-differentiated liposarcoma","EFO:0000736","EFO"
"Lymphoid Neoplasm","lymphoid neoplasm","EFO:0001642","EFO"
"Primary Effusion Lymphoma","Primary Effusion Lymphoma","NCIT:C6915","NCIT"
"Thymic Epithelial Tumor","Thymic Epithelial Neoplasm","NCIT:C6450","NCIT"
"Anaplastic Thyroid Carcinoma","Anaplastic thyroid carcinoma","HP:0011779","HP"
"Poorly Differentiated Thyroid Carcinoma","Poorly Differentiated Thyroid Gland Carcinoma","EFO:1000489","EFO"
"Urachal Carcinoma","Bladder Urachal Carcinoma","NCIT:C39842","NCIT"
"Urethral Adenocarcinoma","Urethral Adenocarcinoma","NCIT:C6167","NCIT"
"Small Bowel Well-Differentiated Neuroendocrine Tumor",NA,NA,NA
"Small Bowel Cancer","Small Intestinal Carcinoma","NCIT:C7724","NCIT"
"Urethral Urothelial Carcinoma","Urethral Urothelial Carcinoma","NCIT:C6166","NCIT"
"Inflammatory Breast Cancer","inflammatory breast carcinoma","EFO:1000984","EFO"
"Extramammary Paget Disease","Extramammary Paget Disease","EFO:1000249","EFO"
"Salivary Duct Carcinoma","Salivary Duct Carcinoma","NCIT:C5904","NCIT"
"Uterine Undifferentiated Carcinoma",NA,NA,NA
"Mixed Germ Cell Tumor","Mixed Germ Cell Tumor","NCIT:C4290","NCIT"
"Uterine Perivascular Epithelioid Cell Tumor","uterine corpus perivascular epithelioid cell tumor","MONDO:0004221","MONDO"
"Gastric Type Mucinous Carcinoma",NA,NA,NA
"Testicular Mesothelioma","Testicular mesothelioma","HP:0100005","HP"
"Breast Invasive Cancer, NOS",NA,NA,NA
"Uterine Mixed Endometrial Carcinoma",NA,NA,NA
"Urethral Squamous Cell Carcinoma","Urethral Squamous Cell Carcinoma","NCIT:C6165","NCIT"
"Clear Cell Odontogenic Carcinoma","Clear Cell Odontogenic Carcinoma","NCIT:C54300","NCIT"
"Acinic Cell Carcinoma","Acinar Cell Carcinoma","NCIT:C3768","NCIT"
"Ossifying Fibromyxoid Tumor","Ossifying Fibromyxoid Tumor","NCIT:C6582","NCIT"
"Solitary Fibrous Tumor/Hemangiopericytoma","solitary fibrous tumor","MONDO:0016238","MONDO"
"Skin Adnexal Carcinoma","skin appendage carcinoma","EFO:1001183","EFO"
"Plasmacytoid/Signet Ring Cell Bladder Carcinoma","plasmacytoid variant infiltrating bladder urothelial carcinoma","MONDO:0004416","MONDO"
"Anaplastic Ependymoma","Anaplastic Ependymoma","NCIT:C4049","NCIT"
"Sweat Gland Carcinoma/Apocrine Eccrine Carcinoma","sweat gland carcinoma","EFO:0005591","EFO"
"Follicular Dendritic Cell Sarcoma","Follicular Dendritic Cell Sarcoma","NCIT:C9281","NCIT"
"Sex Cord Stromal Tumor","ovarian sex cord-stromal tumor","MONDO:0021657","MONDO"
"Intimal Sarcoma","Intimal Sarcoma","EFO:1000305","EFO"
"Myxoid/Round-Cell Liposarcoma","myxoid/round cell liposarcoma","MONDO:0020561","MONDO"
"Chondroblastic Osteosarcoma","Chondroblastic Osteosarcoma","NCIT:C4021","NCIT"
"Clear Cell Sarcoma","clear cell sarcoma","EFO:0008498","EFO"
"Uterine Neuroendocrine Carcinoma",NA,NA,NA
"Erdheim-Chester Disease","Erdheim-Chester Disease","NCIT:C53972","NCIT"
"Hurthle Cell Thyroid Cancer",NA,NA,NA
"Mucinous Adenocarcinoma of the Appendix","mucinous adenocarcinoma of the appendix","MONDO:0018330","MONDO"
"Anorectal Mucosal Melanoma",NA,NA,NA
"Gastrointestinal Neuroendocrine Tumors","digestive system neuroendocrine tumor, grade 1/2","MONDO:0000386","MONDO"
"Well-Differentiated Neuroendocrine Tumors of the Stomach","gastric neuroendocrine tumor, well differentiated, low or intermediate grade","MONDO:0015062","MONDO"
"Small Cell Osteosarcoma","Small Cell Osteosarcoma","NCIT:C4023","NCIT"
"Penile Squamous Cell Carcinoma","squamous cell carcinoma of penis","MONDO:0018352","MONDO"
"Translocation-Associated Renal Cell Carcinoma","Renal Cell Carcinoma Associated with Xp11.2 Translocations/TFE3 Gene Fusions","EFO:1000508","EFO"
"Spindle Cell Rhabdomyosarcoma","Spindle Cell Rhabdomyosarcoma","NCIT:C6519","NCIT"
"Uterine Smooth Muscle Tumor of Uncertain Malignant Potential",NA,NA,NA
"High-Grade Endometrial Stromal Sarcoma",NA,NA,NA
"Mucosal Melanoma of the Vulva/Vagina","Vaginal Melanoma","EFO:1000619","EFO"
"Hemangiopericytoma of the Central Nervous System","meninges hemangiopericytoma","MONDO:0003223","MONDO"
"Poorly Differentiated Non-Small Cell Lung Cancer",NA,NA,NA
"Renal Angiomyolipoma","Renal angiomyolipoma","HP:0006772","HP"
"Perivascular Epithelioid Cell Tumor","PEComa","EFO:1000464","EFO"
"Sarcomatoid Carcinoma of the Lung","Lung Sarcomatoid Carcinoma","EFO:1000336","EFO"
"Head and Neck Squamous Cell Carcinoma of Unknown Primary",NA,NA,NA
"Low-Grade Fibromyxoid Sarcoma","Low Grade Fibromyxoid Sarcoma","NCIT:C45202","NCIT"
"Extraskeletal Myxoid Chondrosarcoma","Extraskeletal Myxoid Chondrosarcoma","NCIT:C27502","NCIT"
"Ovarian Seromucinous Carcinoma","Ovarian Seromucinous Carcinoma","NCIT:C40090","NCIT"
"Anaplastic Meningioma","anaplastic meningioma","MONDO:0020635","MONDO"
"Uterine Myxoid Leiomyosarcoma","uterine corpus myxoid leiomyosarcoma","MONDO:0003928","MONDO"
"Sclerosing Epithelioid Fibrosarcoma","Sclerosing Epithelioid Fibrosarcoma","NCIT:C49027","NCIT"
"Serous Borderline Ovarian Tumor, Micropapillary",NA,NA,NA
"Renal Mucinous Tubular Spindle Cell Carcinoma","mucinous tubular and spindle renal cell carcinoma","MONDO:0003011","MONDO"
"Neuroendocrine Tumor, NOS",NA,NA,NA
"Uterine Epithelioid Leiomyosarcoma","uterine corpus epithelioid leiomyosarcoma","MONDO:0003782","MONDO"
"Undifferentiated Uterine Sarcoma","Uterine Corpus Undifferentiated Sarcoma","NCIT:C8972","NCIT"
"Mixed Cervical Carcinoma",NA,NA,NA
"Neuroendocrine Carcinoma, NOS","Neuroendocrine Carcinoma","NCIT:C3773","NCIT"
"Ovarian Cancer, Other",NA,NA,NA
"Pineal Parenchymal Tumor of Intermediate Differentiation","Pineal Parenchymal Tumor of Intermediate Differentiation","NCIT:C6967","NCIT"
"Schwannoma","Schwannoma","NCIT:C3269","NCIT"
"Melanotic Schwannoma","Melanotic Schwannoma","NCIT:C6970","NCIT"
"Uterine Dedifferentiated Carcinoma",NA,NA,NA
"Hemangioblastoma","Hemangioblastoma","NCIT:C3801","NCIT"
"Pleomorphic Rhabdomyosarcoma","Pleomorphic Rhabdomyosarcoma","NCIT:C4258","NCIT"
"Epithelial-Myoepithelial Carcinoma","Epithelial-Myoepithelial Carcinoma","NCIT:C4199","NCIT"
"Uterine Sarcoma, Other",NA,NA,NA
"Low-Grade Glioma, NOS",NA,NA,NA
"Dermatofibroma","Skin Fibrous Histiocytoma","NCIT:C6801","NCIT"
"Goblet Cell Carcinoid of the Appendix","goblet cell carcinoma","MONDO:0018017","MONDO"
"Head and Neck Neuroendocrine Carcinoma","Head and Neck Neuroendocrine Carcinoma","NCIT:C160980","NCIT"
"Sweat Gland Adenocarcinoma",NA,NA,NA
"Mucosal Melanoma of the Urethra",NA,NA,NA
"Squamous Cell Carcinoma, NOS","Squamous Cell Carcinoma","NCIT:C2929","NCIT"
"Head and Neck Mucosal Melanoma",NA,NA,NA
"Well-Differentiated Neuroendocrine Tumor of the Rectum",NA,NA,NA
"Signet Ring Cell Adenocarcinoma of the Colon and Rectum",NA,NA,NA
"Soft Tissue Myoepithelial Carcinoma","malignant myoepithelioma","MONDO:0003158","MONDO"
"Signet Ring Cell Type of the Appendix",NA,NA,NA
"Salivary Adenocarcinoma",NA,NA,NA
"Pancreatobiliary Ampullary Carcinoma",NA,NA,NA
"Lymphoepithelioma-like Carcinoma of the Lung","Lymphoepithelioma-Like Lung Carcinoma","EFO:1000340","EFO"
"Mammary Analogue Secretory Carcinoma of Salivary Gland Origin",NA,NA,NA
"Systemic Mastocytosis","Systemic Mastocytosis","NCIT:C9235","NCIT"
"Uterine Adenosarcoma","uterine corpus adenosarcoma","MONDO:0002878","MONDO"
"Odontogenic Carcinoma","Odontogenic Carcinoma","NCIT:C173720","NCIT"
"Langerhans Cell Histiocytosis","Langerhans Cell Histiocytosis","NCIT:C3107","NCIT"
"Waldenstrom Macroglobulinemia","Waldenstrom Macroglobulinemia","NCIT:C80307","NCIT"
"Olfactory Neuroblastoma","Olfactory Neuroblastoma","NCIT:C3789","NCIT"
"Lung Neuroendocrine Tumor","pulmonary neuroendocrine tumor","EFO:0005220","EFO"
"Granular Cell Tumor","Granular Cell Tumor","NCIT:C3474","NCIT"
"Teratoma with Malignant Transformation","Teratoma with Malignant Transformation","EFO:1000563","EFO"
"Pituicytoma","Pituicytoma","EFO:1000477","EFO"
"Serous Borderline Ovarian Tumor",NA,NA,NA
"Urachal Adenocarcinoma","bladder urachal adenocarcinoma","MONDO:0004331","MONDO"
"Sarcomatoid Carcinoma of the Urinary Bladder","Infiltrating Bladder Urothelial Carcinoma Sarcomatoid Variant","EFO:1000303","EFO"
"Epithelioid Hemangioendothelioma","Epithelioid Hemangioendothelioma","NCIT:C3800","NCIT"
"Anaplastic Ganglioglioma","Anaplastic Ganglioglioma","NCIT:C4717","NCIT"
"Solitary Fibrous Tumor of the Central Nervous System",NA,NA,NA
"Collecting Duct Renal Cell Carcinoma","Collecting Duct Carcinoma","NCIT:C6194","NCIT"
"Spindle Cell Carcinoma of the Lung",NA,NA,NA
"Astroblastoma","astroblastoma","MONDO:0016707","MONDO"
"Steroid Cell Tumor, NOS",NA,NA,NA
"Sebaceous Carcinoma","Sebaceous Carcinoma","NCIT:C40310","NCIT"
"Atypical Meningioma","Atypical Meningioma","NCIT:C4723","NCIT"
"Angioimmunoblastic T-Cell Lymphoma","Angioimmunoblastic T-Cell Lymphoma","NCIT:C7528","NCIT"
"Extraventricular Neurocytoma","Extraventricular Neurocytoma","NCIT:C92555","NCIT"
"Low-Grade Endometrial Stromal Sarcoma",NA,NA,NA
"Malignant Lymphoma","lymphoma","EFO:0000574","EFO"
"Adenocarcinoma, NOS","Adenocarcinoma","NCIT:C2852","NCIT"
"Adrenocortical Adenoma","Adrenocortical adenoma","HP:0008256","HP"
"Secondary Osteosarcoma","Secondary Osteosarcoma","NCIT:C53704","NCIT"
"Histiocytic Dendritic Cell Sarcoma",NA,NA,NA
"Pleomorphic Xanthoastrocytoma","Pleomorphic Xanthoastrocytoma","NCIT:C4323","NCIT"
"Renal Oncocytoma","Renal oncocytoma","HP:0011798","HP"
"Poorly Differentiated Carcinoma of the Stomach",NA,NA,NA
"Sinonasal Undifferentiated Carcinoma","Sinonasal Undifferentiated Carcinoma","NCIT:C54294","NCIT"
"Pleomorphic Carcinoma of the Lung",NA,NA,NA
"Cervical Clear Cell Carcinoma","Cervical Clear Cell Adenocarcinoma","EFO:1000163","EFO"
"Mesonephric Carcinoma","Mesonephric Adenocarcinoma","NCIT:C4072","NCIT"
"High-Grade Neuroendocrine Carcinoma of the Ovary",NA,NA,NA
"Intestinal Type Mucinous Carcinoma","intestinal variant cervical mucinous adenocarcinoma","MONDO:0004537","MONDO"
"Myofibroma","Myofibroma","NCIT:C7052","NCIT"
"Small Cell Carcinoma of Unknown Primary",NA,NA,NA
"Mucosal Melanoma of the Esophagus","esophageal melanoma","MONDO:0001192","MONDO"
"Dedifferentiated Chondrosarcoma","Dedifferentiated Chondrosarcoma","NCIT:C6476","NCIT"
"Basaloid Large Cell Carcinoma of the Lung","basaloid large cell lung carcinoma","MONDO:0004087","MONDO"
"Small Cell Bladder Cancer","Bladder Small Cell Neuroendocrine Carcinoma","EFO:1000129","EFO"
"Poorly Differentiated Carcinoma, NOS",NA,NA,NA
"Glomangiosarcoma","malignant glomus tumor","MONDO:0003340","MONDO"
"Salivary Carcinoma, Other",NA,NA,NA
"Proximal-Type Epithelioid Sarcoma","Proximal-Type Epithelioid Sarcoma","NCIT:C27472","NCIT"
"Classical Hodgkin Lymphoma","Classic Hodgkin Lymphoma","NCIT:C7164","NCIT"
"Sinonasal Adenocarcinoma","Sinonasal Adenocarcinoma","NCIT:C160976","NCIT"
"Breast Ductal Carcinoma In Situ","Breast Ductal Carcinoma In Situ","NCIT:C2924","NCIT"
"Myxoma","Myxoma","NCIT:C6577","NCIT"
"Medullary Carcinoma of the Colon","colon medullary carcinoma","MONDO:0000892","MONDO"
"Renal Clear Cell Carcinoma with Sarcomatoid Features",NA,NA,NA
"Pituitary Adenoma","Pituitary adenoma","HP:0002893","HP"
"Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue (MALT lymphoma)",NA,NA,NA
"Primary Neuroepithelial Tumor","neuroepithelial neoplasm","MONDO:0021193","MONDO"
"Inflammatory Myofibroblastic Lung Tumor","Lung Inflammatory Myofibroblastic Tumor","EFO:1000333","EFO"
"Spitzoid Melanoma","Spitz Melanoma","NCIT:C165497","NCIT"
"Low-Grade Neuroepithelial Tumor",NA,NA,NA
"Primary CNS Melanoma",NA,NA,NA
"FH-Deficient Renal Cell Carcinoma","Fumarate Hydratase-Deficient Renal Cell Carcinoma","NCIT:C164156","NCIT"
"Cancer of Unknown Primary, NOS",NA,NA,NA
"Undifferentiated Malignant Neoplasm","Undifferentiated Malignant Neoplasm","NCIT:C36051","NCIT"
"Malignant Tumor","Malignant Neoplasm","NCIT:C9305","NCIT"
"Breast Invasive Carcinoma (NOS)",NA,NA,NA
"Endometrioid Carcinoma","endometrioid carcinoma","EFO:0000466","EFO"
"Germ Cell Tumor with Somatic-Type Malignancy",NA,NA,NA
"Round Cell Sarcoma, NOS",NA,NA,NA
"Sarcomatoid Renal Cell Carcinoma","Sarcomatoid Renal Cell Carcinoma","NCIT:C27893","NCIT"
"Periosteal Osteosarcoma","Periosteal Osteosarcoma","NCIT:C8970","NCIT"
"Basal Cell Adenocarcinoma","Salivary Gland Basal Cell Adenocarcinoma","NCIT:C3678","NCIT"
"Telangiectatic Osteosarcoma","Telangiectatic Osteosarcoma","NCIT:C3902","NCIT"
"Pleuropulmonary Blastoma","Pleuropulmonary Blastoma","NCIT:C5669","NCIT"
"Ganglioneuroblastoma","Ganglioneuroblastoma","NCIT:C3790","NCIT"
"Low-Grade Glioma (NOS)",NA,NA,NA
"Plasmacytoid/Signet Ring Cell Bladder CarcinomaÂ ",NA,NA,NA
"B-Cell Acute Lymphoid Leukemia",NA,NA,NA
"T-Cell Acute Lymphoid Leukemia",NA,NA,NA
"Acute Lymphoblastic Leukemia","Acute Lymphoblastic Leukemia","NCIT:C3167","NCIT"
"Leukemia","Leukemia","NCIT:C3161","NCIT"
"AML with Mutated NPM1","Acute Myeloid Leukemia with Mutated NPM1","NCIT:C82431","NCIT"
"AML with Minimal Differentiation","Acute Myeloid Leukemia with Minimal Differentiation","NCIT:C8460","NCIT"
"Acute Monoblastic/Monocytic Leukemia","Acute Monoblastic and Monocytic Leukemia","NCIT:C7318","NCIT"
"Therapy-Related Myeloid Neoplasms","Therapy-Related Myeloid Neoplasm","NCIT:C27912","NCIT"
"AML with Maturation","Acute Myeloid Leukemia with Maturation","NCIT:C3250","NCIT"
"AML with Recurrent Genetic Abnormalities","Acute Myeloid Leukemia with Recurrent Genetic Abnormalities","NCIT:C7175","NCIT"
"Blastic Plasmacytoid Dendritic Cell Neoplasm","Blastic Plasmacytoid Dendritic Cell Neoplasm","NCIT:C7203","NCIT"
"AML without Maturation","Acute Myeloid Leukemia without Maturation","NCIT:C3249","NCIT"
"Myeloid Sarcoma","Myeloid Sarcoma","NCIT:C3520","NCIT"
"Acute Megakaryoblastic Leukemia","Acute Megakaryoblastic Leukemia","NCIT:C3170","NCIT"
"MDS with Isolated Del(5q)",NA,NA,NA
