original_value,curated_ontology_term_id_link,onto_source,curated_ontology,curated_ontology_term_id
"CEREBELLUM/POSTERIOR FOSSA,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,NCIT_C12445<;>NCIT_C33361<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399
"FRONTAL LOBE,PARIETAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Frontal Lobe<;>Parietal Lobe,NCIT_C12352<;>NCIT_C12354
BRAIN STEM- MIDBRAIN/TECTUM,http://purl.obolibrary.org/obo/NCIT_C12460,NCIT,Tectum Mesencephali,NCIT_C12460
"CEREBELLUM/POSTERIOR FOSSA,VENTRICLES",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12356,NCIT,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,NCIT_C12445<;>NCIT_C33361<;>NCIT_C12445<;>NCIT_C33361<;>NCIT_C12356
"SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC",http://purl.obolibrary.org/obo/NCIT_C69314<;>http://purl.obolibrary.org/obo/NCIT_C49799<;>http://purl.obolibrary.org/obo/NCIT_C69315,NCIT,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,NCIT_C69314<;>NCIT_C49799<;>NCIT_C69315
"OCCIPITAL LOBE,PARIETAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Occipital Lobe<;>Parietal Lobe,NCIT_C12355<;>NCIT_C12354
"BRAIN STEM- PONS,CEREBELLUM/POSTERIOR FOSSA",http://purl.obolibrary.org/obo/NCIT_C12511<;>http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361,NCIT,Pons Varolii<;>Cerebellum<;>Posterior Cranial Fossa,NCIT_C12511<;>NCIT_C12445<;>NCIT_C33361
"BRAIN STEM- PONS,BRAIN STEM-MEDULLA,CEREBELLUM/POSTERIOR FOSSA,SPINAL CORD- CERVICAL",http://purl.obolibrary.org/obo/NCIT_C12511<;>http://purl.obolibrary.org/obo/NCIT_C12442<;>http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361<;>http://purl.obolibrary.org/obo/NCIT_C12892,NCIT,Pons Varolii<;>Medulla Oblongata<;>Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord,NCIT_C12511<;>NCIT_C12442<;>NCIT_C12445<;>NCIT_C33361<;>NCIT_C12892
"OCCIPITAL LOBE,TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Occipital Lobe<;>Temporal Lobe,NCIT_C12355<;>NCIT_C12353
"BRAIN STEM- PONS,BRAIN STEM-MEDULLA,SPINAL CORD- CERVICAL,SPINAL CORD- THORACIC,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",http://purl.obolibrary.org/obo/NCIT_C12511<;>http://purl.obolibrary.org/obo/NCIT_C12442<;>http://purl.obolibrary.org/obo/NCIT_C12892<;>http://purl.obolibrary.org/obo/NCIT_C12894<;>http://purl.obolibrary.org/obo/NCIT_C95445<;>http://purl.obolibrary.org/obo/NCIT_C12458<;>http://purl.obolibrary.org/obo/NCIT_C12399,NCIT,Pons Varolii<;>Medulla Oblongata<;>Cervical Spinal Cord<;>Thoracic Spinal Cord<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,NCIT_C12511<;>NCIT_C12442<;>NCIT_C12892<;>NCIT_C12894<;>NCIT_C95445<;>NCIT_C12458<;>NCIT_C12399
"BRAIN STEM- MIDBRAIN/TECTUM,BRAIN STEM- PONS,CEREBELLUM/POSTERIOR FOSSA",http://purl.obolibrary.org/obo/NCIT_C12460<;>http://purl.obolibrary.org/obo/NCIT_C12511<;>http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361,NCIT,Tectum Mesencephali<;>Pons Varolii<;>Cerebellum<;>Posterior Cranial Fossa,NCIT_C12460<;>NCIT_C12511<;>NCIT_C12445<;>NCIT_C33361
"OCCIPITAL LOBE,PARIETAL LOBE,TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,NCIT_C12355<;>NCIT_C12354<;>NCIT_C12353
SPINAL CORD- CERVICAL,http://purl.obolibrary.org/obo/NCIT_C12892,NCIT,Cervical Spinal Cord,NCIT_C12892
"SPINAL CORD- CERVICAL,SPINAL CORD- THORACIC",http://purl.obolibrary.org/obo/NCIT_C12892<;>http://purl.obolibrary.org/obo/NCIT_C69315,NCIT,Cervical Spinal Cord<;>Thoracic Spine,NCIT_C12892<;>NCIT_C69315
PATIETAL,http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Parietal Lobe,NCIT_C12354
INSULAR LOBE,http://purl.obolibrary.org/obo/NCIT_C32278,NCIT,Central Lobe,NCIT_C32278
SINONASAL,http://purl.obolibrary.org/obo/NCIT_C54292,NCIT,Sinonasal Tract,NCIT_C54292
LIVER RIGHT LOBE,http://purl.obolibrary.org/obo/NCIT_C33481,NCIT,Right Lobe of the Liver,NCIT_C33481
LIVER LEFT LOBE,http://purl.obolibrary.org/obo/NCIT_C32965,NCIT,Left Lobe of the Liver,NCIT_C32965
LIVER LEFT LOBE+LIVER RIGHT LOBE,http://purl.obolibrary.org/obo/NCIT_C32965<;>http://purl.obolibrary.org/obo/NCIT_C33481,NCIT,Left Lobe of the Liver<;>Right Lobe of the Liver,NCIT_C32965<;>NCIT_C33481
"SUPRATENTORIAL, TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12923<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Supratentorial<;>Temporal Lobe,NCIT_C12923<;>NCIT_C12353
"SUPRATENTORIAL, FRONTAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12923<;>http://purl.obolibrary.org/obo/NCIT_C12352,NCIT,Supratentorial<;>Frontal Lobe,NCIT_C12923<;>NCIT_C12352
"SUPRATENTORIAL, PARIETAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12923<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Supratentorial<;>Parietal Lobe,NCIT_C12923<;>NCIT_C12354
"SUPRATENTORIAL, OCCIPITAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12923<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Supratentorial<;>Occipital Lobe,NCIT_C12923<;>NCIT_C12355
"SUPRATENTORIAL, NOT OTHERWISE SPECIFIED",http://purl.obolibrary.org/obo/NCIT_C12923,NCIT,Supratentorial,NCIT_C12923
"POSTERIOR FOSSA, CEREBELLUM",http://purl.obolibrary.org/obo/NCIT_C12445<;>http://purl.obolibrary.org/obo/NCIT_C33361,NCIT,Cerebellum<;>Posterior Cranial Fossa,NCIT_C12445<;>NCIT_C33361
"POSTERIOR FOSSA, BRAIN STEM",http://purl.obolibrary.org/obo/NCIT_C12441<;>http://purl.obolibrary.org/obo/NCIT_C33361,NCIT,Brain Stem<;>Posterior Cranial Fossa,NCIT_C12441<;>NCIT_C33361
SKULL BASE,http://purl.obolibrary.org/obo/NCIT_C12493,NCIT,Base of the Skull,NCIT_C12493
BLADDER_NECK,http://purl.obolibrary.org/obo/NCIT_C12336,NCIT,Bladder Neck,NCIT_C12336
TRUNKEXTREMITIES,http://purl.obolibrary.org/obo/NCIT_C33816<;>http://purl.obolibrary.org/obo/NCIT_C12429,NCIT,Trunk<;>Limb,NCIT_C33816<;>NCIT_C12429
EXTREMITIESTRUNK,http://purl.obolibrary.org/obo/NCIT_C33816<;>http://purl.obolibrary.org/obo/NCIT_C12429,NCIT,Trunk<;>Limb,NCIT_C33816<;>NCIT_C12429
EXTREMITIESEXTREMITIES,http://purl.obolibrary.org/obo/NCIT_C12429,NCIT,Limb,NCIT_C12429
TRUNK[NOT AVAILABLE],http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Trunk,NCIT_C33816
LEFT GLUTEUS,http://purl.obolibrary.org/obo/NCIT_C105638,NCIT,Left Gluteus Medius,NCIT_C105638
CHEST - CHEST WALL,http://purl.obolibrary.org/obo/NCIT_C62484,NCIT,Chest Wall,NCIT_C62484
HEAD AND NECK - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12418,NCIT,Head and Neck,NCIT_C12418
CHEST - MEDIASTINUM,http://purl.obolibrary.org/obo/NCIT_C12748,NCIT,Mediastinum,NCIT_C12748
GYNECOLOGICAL - OVARY,http://purl.obolibrary.org/obo/NCIT_C12404,NCIT,Ovary,NCIT_C12404
CHEST - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C25389,NCIT,Chest,NCIT_C25389
CHEST - LUNG/PLEURA,http://purl.obolibrary.org/obo/NCIT_C25389<;>http://purl.obolibrary.org/obo/NCIT_C12468<;>http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Chest<;>Lung<;>Pleura,NCIT_C25389<;>NCIT_C12468<;>NCIT_C12469
ELBOW METASTASIS,http://purl.obolibrary.org/obo/NCIT_C32497<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Elbow Joint<;>Metastasis,NCIT_C32497<;>NCIT_C19151
CORACOID METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12783<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Scapula<;>Metastasis,NCIT_C12783<;>NCIT_C19151
LYMPH NODE METASTASES,http://purl.obolibrary.org/obo/NCIT_C12745<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Lymph Node<;>Metastasis,NCIT_C12745<;>NCIT_C19151
GROIN LYMPH NODES,http://purl.obolibrary.org/obo/NCIT_C12726<;>http://purl.obolibrary.org/obo/NCIT_C12745,NCIT,Inguinal Region<;>Lymph Node,NCIT_C12726<;>NCIT_C12745
R OCCIPITAL BRAIN,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C12355,NCIT,Right<;>Occipital Lobe,NCIT_C25228<;>NCIT_C12355
R ELBOW METASTASIS,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C32497<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Right<;>Elbow Joint<;>Metastasis,NCIT_C25228<;>NCIT_C32497<;>NCIT_C19151
PARIETAL METASTASIS,http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C19151,NCIT,Parietal Lobe<;>Metastasis,NCIT_C12354<;>NCIT_C19151
PARIETAL AND TEMPORAL LOBE,http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Parietal Lobe<;>Temporal Lobe,NCIT_C12354<;>NCIT_C12353
"PARIETAL, OCCIPITAL, TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,NCIT_C12355<;>NCIT_C12354<;>NCIT_C12353
PARIETAL AND OCCIPITAL LOBE,http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Occipital Lobe<;>Parietal Lobe,NCIT_C12355<;>NCIT_C12354
FRONTAL AND TEMPORAL LOBE,http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Frontal Lobe<;>Temporal Lobe,NCIT_C12352<;>NCIT_C12353
FRONTAL AND PARIETAL LOBE,http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12354,NCIT,Frontal Lobe<;>Parietal Lobe,NCIT_C12352<;>NCIT_C12354
"PARIETAL, OCCIPITAL AND TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Occipital Lobe<;>Parietal Lobe<;>Temporal Lobe,NCIT_C12355<;>NCIT_C12354<;>NCIT_C12353
OCCIPITAL AND TEMPORAL LOBE,http://purl.obolibrary.org/obo/NCIT_C12355<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Occipital Lobe<;>Temporal Lobe,NCIT_C12355<;>NCIT_C12353
"FRONTAL, PARIETAL AND TEMPORAL LOBE",http://purl.obolibrary.org/obo/NCIT_C12352<;>http://purl.obolibrary.org/obo/NCIT_C12354<;>http://purl.obolibrary.org/obo/NCIT_C12353,NCIT,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,NCIT_C12352<;>NCIT_C12354<;>NCIT_C12353
PRIMARYTRUNK,http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Trunk,NCIT_C33816
NATRUNK,http://purl.obolibrary.org/obo/NCIT_C33816,NCIT,Trunk,NCIT_C33816
HEAD AND NECKPRIMARY,http://purl.obolibrary.org/obo/NCIT_C12418,NCIT,Head and Neck,NCIT_C12418
GEJ,http://purl.obolibrary.org/obo/NCIT_C32668,NCIT,Gastroesophageal Junction,NCIT_C32668
RIGHT NECK,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C13063,NCIT,Right<;>Neck,NCIT_C25228<;>NCIT_C13063
LYMPH_NODE,http://purl.obolibrary.org/obo/NCIT_C12745,NCIT,Lymph Node,NCIT_C12745
SACRAL_MASS,http://purl.obolibrary.org/obo/NCIT_C33508,NCIT,Sacrum,NCIT_C33508
PLEURAL_FLUID,http://purl.obolibrary.org/obo/NCIT_C77613,NCIT,Pleural Fluid,NCIT_C77613
UPPER_TRACT,http://purl.obolibrary.org/obo/NCIT_C142328,NCIT,Upper Urinary System,NCIT_C142328
URETHER,http://purl.obolibrary.org/obo/NCIT_C12416,NCIT,Ureter,NCIT_C12416
PLUERA,http://purl.obolibrary.org/obo/NCIT_C12469,NCIT,Pleura,NCIT_C12469
SOFT_TISSUE,http://purl.obolibrary.org/obo/NCIT_C12471,NCIT,Soft Tissue,NCIT_C12471
RIGHT_ILIAC_BONE,http://purl.obolibrary.org/obo/NCIT_C25228<;>http://purl.obolibrary.org/obo/NCIT_C32765,NCIT,Right<;>Ilium,NCIT_C25228<;>NCIT_C32765
RETROPERITONIUM,http://purl.obolibrary.org/obo/NCIT_C12298,NCIT,Retroperitoneum,NCIT_C12298
ABDOMINAL WALL MASS,http://purl.obolibrary.org/obo/NCIT_C77608,NCIT,Abdominal Wall,NCIT_C77608
PERITONEAL NODULE,http://purl.obolibrary.org/obo/NCIT_C12770,NCIT,Peritoneum,NCIT_C12770
DIAGNOSIS CANCER BONE,http://purl.obolibrary.org/obo/NCIT_C12366,NCIT,Bone,NCIT_C12366
DIAGNOSIS CANCER LOC BREAST,http://purl.obolibrary.org/obo/NCIT_C12971,NCIT,Breast,NCIT_C12971
DIAGNOSIS CANCER LOC LIVER,http://purl.obolibrary.org/obo/NCIT_C12392,NCIT,Liver,NCIT_C12392
DIAGNOSIS CANCER LOC SKIN,http://purl.obolibrary.org/obo/NCIT_C12470,NCIT,Skin,NCIT_C12470
DIAGNOSIS CANCER LOC LUNG,http://purl.obolibrary.org/obo/NCIT_C12468,NCIT,Lung,NCIT_C12468
DIAGNOSIS CANCER LOC PLEURAL EFFUSION,http://purl.obolibrary.org/obo/NCIT_C3331,NCIT,Pleural Effusion,NCIT_C3331
DIAGNOSIS CANCER LOC BRAIN,http://purl.obolibrary.org/obo/NCIT_C12439,NCIT,Brain,NCIT_C12439
DIAGNOSIS CANCER LOC CHEST WALL,http://purl.obolibrary.org/obo/NCIT_C62484,NCIT,Chest Wall,NCIT_C62484
BLADDER; URETER,http://purl.obolibrary.org/obo/NCIT_C12414<;>http://purl.obolibrary.org/obo/NCIT_C12416,NCIT,Bladder<;>Ureter,NCIT_C12414<;>NCIT_C12416
URETER; RENAL PELVIS,http://purl.obolibrary.org/obo/NCIT_C12416<;>http://purl.obolibrary.org/obo/NCIT_C12887,NCIT,Ureter<;>Renal Pelvis,NCIT_C12416<;>NCIT_C12887
URETER; BLADDER,http://purl.obolibrary.org/obo/NCIT_C12414<;>http://purl.obolibrary.org/obo/NCIT_C12416,NCIT,Bladder<;>Ureter,NCIT_C12414<;>NCIT_C12416
RENAL PELVIS; URETER,http://purl.obolibrary.org/obo/NCIT_C12416<;>http://purl.obolibrary.org/obo/NCIT_C12887,NCIT,Ureter<;>Renal Pelvis,NCIT_C12416<;>NCIT_C12887
BLADDER; URETHRA,http://purl.obolibrary.org/obo/NCIT_C12417<;>http://purl.obolibrary.org/obo/NCIT_C12414,NCIT,Urethra<;>Bladder,NCIT_C12417<;>NCIT_C12414
URETER; RENAL PELVIS; BLADDER,http://purl.obolibrary.org/obo/NCIT_C12414<;>http://purl.obolibrary.org/obo/NCIT_C12416<;>http://purl.obolibrary.org/obo/NCIT_C12887,NCIT,Bladder<;>Ureter<;>Renal Pelvis,NCIT_C12414<;>NCIT_C12416<;>NCIT_C12887
"PERIPHERAL BLOOD, MANTLE CELL LYMPHOMA",http://purl.obolibrary.org/obo/NCIT_C173496,NCIT,Peripheral Blood,NCIT_C173496
PERIPHERAL BLOOD / B-CELL NON-HODGKIN LYMPHOMA MANTLE CELL LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C173496<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Peripheral Blood<;>B-Lymphocyte,NCIT_C173496<;>NCIT_C12474
PERIPHERAL BLOOD/MANTLE CELL LYMPHOMA B CELL NON-HODGKIN'S LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C173496<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Peripheral Blood<;>B-Lymphocyte,NCIT_C173496<;>NCIT_C12474
"BONE MARROW/B-CELL NON-HODGKIN LYMPHOMA DLCL, STAGE 4B, AT RELAPSE",http://purl.obolibrary.org/obo/NCIT_C12431<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Bone Marrow<;>B-Lymphocyte,NCIT_C12431<;>NCIT_C12474
PERITONEAL EFFUSION/B-NHL DIFFUSE LARGE CELL,http://purl.obolibrary.org/obo/NCIT_C12770<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Peritoneum<;>B-Lymphocyte,NCIT_C12770<;>NCIT_C12474
PERITONEAL EFFUSION/B-CELL NON-HODGKIN LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C12770<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Peritoneum<;>B-Lymphocyte,NCIT_C12770<;>NCIT_C12474
PLEURAL EFFUSION/B-CELL NON-HODGKIN LYMPHOMA DLCL,http://purl.obolibrary.org/obo/NCIT_C77613<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Pleural Fluid<;>B-Lymphocyte,NCIT_C77613<;>NCIT_C12474
ASCITES/DIFFUSE LARGE B CELL LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C12770<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Peritoneum<;>B-Lymphocyte,NCIT_C12770<;>NCIT_C12474
MANTLE CELL LYMPHOMA B CELL NON-HODGKIN'S LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C12434<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Blood<;>B-Lymphocyte,NCIT_C12434<;>NCIT_C12474
PERIPHERAL BLOOD/B-CELL NON-HODGKIN LYMPHOMA,http://purl.obolibrary.org/obo/NCIT_C173496<;>http://purl.obolibrary.org/obo/NCIT_C12474,NCIT,Peripheral Blood<;>B-Lymphocyte,NCIT_C173496<;>NCIT_C12474
RIGHT MIDDLE LOBE,http://purl.obolibrary.org/obo/NCIT_C12286,NCIT,Middle Lobe of the Right Lung,NCIT_C12286
LEFT LOWER LOBE,http://purl.obolibrary.org/obo/NCIT_C33020,NCIT,Lower Lobe of the Left Lung,NCIT_C33020
RIGHT UPPER LOBE,http://purl.obolibrary.org/obo/NCIT_C33023,NCIT,Upper Lobe of the Right Lung,NCIT_C33023
RIGHT BRONCHUS INTERMEDIUS,http://purl.obolibrary.org/obo/NCIT_C41268,NCIT,Subsegmental Bronchus of Right Lung,NCIT_C41268
LEFT UPPER LOBE,http://purl.obolibrary.org/obo/NCIT_C33021,NCIT,Upper Lobe of the Left Lung,NCIT_C33021
PERIPHERAL BLOODCD3-,http://purl.obolibrary.org/obo/NCIT_C173496,NCIT,Peripheral Blood,NCIT_C173496
PERITONEUM OVARY,http://purl.obolibrary.org/obo/NCIT_C12770<;>http://purl.obolibrary.org/obo/NCIT_C12404,NCIT,Peritoneum<;>Ovary,NCIT_C12770<;>NCIT_C12404
RETROPERITONEAL MASS,http://purl.obolibrary.org/obo/NCIT_C28256,NCIT,Retroperitoneal,NCIT_C28256
PELVIC_MASS,http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Pelvis,NCIT_C12767
DISTAL RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Rectum<;>Distal,NCIT_C12390<;>NCIT_C25237
VERY DISTAL RECTUM RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Rectum<;>Distal,NCIT_C12390<;>NCIT_C25237
UPPER RECTUM/DISTAL SIGMOID,http://purl.obolibrary.org/obo/NCIT_C12384<;>http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25355,NCIT,Sigmoid Colon<;>Rectum<;>Upper,NCIT_C12384<;>NCIT_C12390<;>NCIT_C25355
MID-DISTAL RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Rectum<;>Distal<;>Middle,NCIT_C12390<;>NCIT_C25237<;>NCIT_C25569
MID RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Rectum<;>Middle,NCIT_C12390<;>NCIT_C25569
MID-RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Rectum<;>Middle,NCIT_C12390<;>NCIT_C25569
UPPER RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25355,NCIT,Rectum<;>Upper,NCIT_C12390<;>NCIT_C25355
MID-TO-DISTAL RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Rectum<;>Distal<;>Middle,NCIT_C12390<;>NCIT_C25237<;>NCIT_C25569
PELVIC RECURRENCE,http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Pelvis,NCIT_C12767
MID TO DISTAL RECTUM,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Rectum<;>Distal<;>Middle,NCIT_C12390<;>NCIT_C25237<;>NCIT_C25569
DISTAL RECTAL RECURRENCE POST LAR,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Rectum<;>Distal,NCIT_C12390<;>NCIT_C25237
MID RECTAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25569,NCIT,Rectum<;>Middle,NCIT_C12390<;>NCIT_C25569
"DISTAL RECTUM, TUMOR RECURRENCE",http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Rectum<;>Distal,NCIT_C12390<;>NCIT_C25237
DISTAL RECTAL TUMOR,http://purl.obolibrary.org/obo/NCIT_C12390<;>http://purl.obolibrary.org/obo/NCIT_C25237,NCIT,Rectum<;>Distal,NCIT_C12390<;>NCIT_C25237
GYNECOLOGICAL - UTERUS,http://purl.obolibrary.org/obo/NCIT_C12405,NCIT,Uterus,NCIT_C12405
LOWER EXTREMITY - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12742,NCIT,Lower Extremity,NCIT_C12742
HEAD AND NECK - NECKHEAD AND NECK - OTHER PLEASE SPECIFY,http://purl.obolibrary.org/obo/NCIT_C12418,NCIT,Head and Neck,NCIT_C12418
SMALL BOWEL MELANOMA,http://purl.obolibrary.org/obo/NCIT_C12386,NCIT,Small Intestine,NCIT_C12386
SKIN NODULES,http://purl.obolibrary.org/obo/NCIT_C12470,NCIT,Skin,NCIT_C12470
"CHEST WALL, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C62484,NCIT,Left<;>Chest Wall,NCIT_C25229<;>NCIT_C62484
"PELVIC NODULE, LEFT",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12767,NCIT,Left<;>Pelvis,NCIT_C25229<;>NCIT_C12767
"LEFT FEMORAL HEAD, NECK, AND CURETTINGS",http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C61563<;>http://purl.obolibrary.org/obo/NCIT_C32718,NCIT,Left<;>Femoral Neck<;>Head of the Femur,NCIT_C25229<;>NCIT_C61563<;>NCIT_C32718
L MEDIASTINUM,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12748,NCIT,Left<;>Mediastinum,NCIT_C25229<;>NCIT_C12748
AORTOCAVAL MASS,http://purl.obolibrary.org/obo/NCIT_C118775,NCIT,Aortocaval Lymph Node,NCIT_C118775
ABDOMENDIAPHRAGM,http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12702,NCIT,Abdomen<;>Diaphragm,NCIT_C12664<;>NCIT_C12702
SMALL BOWEL MASS,http://purl.obolibrary.org/obo/NCIT_C12386,NCIT,Small Intestine,NCIT_C12386
LEFT FEMUR,http://purl.obolibrary.org/obo/NCIT_C25229<;>http://purl.obolibrary.org/obo/NCIT_C12717,NCIT,Left<;>Femur,NCIT_C25229<;>NCIT_C12717
LUNG/LEFT LOWER LOBE,http://purl.obolibrary.org/obo/NCIT_C33020,NCIT,Lower Lobe of the Left Lung,NCIT_C33020
RIGHT  LUNG/LOWER LOBE,http://purl.obolibrary.org/obo/NCIT_C33022,NCIT,Lower Lobe of the Right Lung,NCIT_C33022
ABDOMEN/DIAPHRAGM,http://purl.obolibrary.org/obo/NCIT_C12664<;>http://purl.obolibrary.org/obo/NCIT_C12702,NCIT,Abdomen<;>Diaphragm,NCIT_C12664<;>NCIT_C12702
